COG,commune,population,subvention_commune,subvention_EPCI_distributed,total_subventions,total_subventions_parHab
8066,Bignicourt,66,0,1262,1262,19.1
8067,Blagny,1093,0,38697,38697,35.4
8069,Blanchefosse-et-Bay,136,0,3555,3555,26.1
8070,Blanzy-la-Salonnaise,397,0,7592,7592,19.1
8071,Blombay,130,0,2024,2024,15.6
8073,Bossus-lès-Rumigny,95,0,2484,2484,26.1
8074,Bouconville,57,0,1379,1379,24.2
8075,Boult-aux-Bois,151,0,3654,3654,24.2
8076,Boulzicourt,971,0,21297,21297,21.9
8077,Bourcq,51,0,1234,1234,24.2
8078,Bourg-Fidèle,829,0,12906,12906,15.6
8080,Bouvellemont,118,0,2588,2588,21.9
8081,Bogny-sur-Meuse,4947,19621,77016,96637,19.5
8082,Brécy-Brières,76,0,1839,1839,24.2
8083,Brévilly,367,0,12993,12993,35.4
8084,Brienne-sur-Aisne,276,0,5278,5278,19.1
8085,Brieulles-sur-Bar,224,0,5420,5420,24.2
8086,Briquenay,89,0,2153,2153,24.2
8087,Brognon,130,0,3399,3399,26.1
8088,Bulson,138,0,4886,4886,35.4
8089,Buzancy,381,0,9219,9219,24.2
8090,Carignan,2745,26410,97184,123594,45.0
8092,Cauroy,187,0,4525,4525,24.2
8094,Cernion,54,0,1412,1412,26.1
8095,Chagny,172,0,3773,3773,21.9
8096,Chalandry-Elaire,726,0,16677,16677,23.0
8097,Challerange,423,0,10235,10235,24.2
8098,Champigneulle,53,0,1282,1282,24.2
8099,Champigneul-sur-Vence,121,0,2654,2654,21.9
8100,Champlin,74,0,1935,1935,26.1
8101,La Chapelle,163,0,3744,3744,23.0
8102,Chappes,82,0,1799,1799,21.9
8103,Charbogne,219,0,4803,4803,21.9
8104,Chardeny,57,0,1379,1379,24.2
8105,Charleville-Mézières,45634,2325493,1048268,3373761,73.9
8106,Charnois,72,0,462,462,6.4
8107,Château-Porcien,1297,0,24804,24804,19.1
8109,Chatel-Chéhéry,129,0,3121,3121,24.2
8110,Le Châtelet-sur-Sormonne,172,0,2678,2678,15.6
8111,Le Châtelet-sur-Retourne,775,0,14821,14821,19.1
8113,Chaumont-Porcien,486,0,10660,10660,21.9
8115,Chémery-Chéhéry,521,0,18446,18446,35.4
8116,Bairon et ses environs,1030,0,24922,24922,24.2
8117,Chesnois-Auboncourt,162,0,3553,3553,21.9
8119,Cheveuges,470,0,10796,10796,23.0
8120,Chevières,46,0,1113,1113,24.2
8121,Chilly,133,0,3477,3477,26.1
8122,Chooz,792,0,5085,5085,6.4
8123,Chuffilly-Roche,65,0,1426,1426,21.9
8124,Clavy-Warby,342,0,7501,7501,21.9
8125,Cliron,412,0,9464,9464,23.0
8126,Condé-lès-Herpy,219,0,4188,4188,19.1
8128,Condé-lès-Autry,64,0,1549,1549,24.2
8130,Contreuve,85,0,2057,2057,24.2
8131,Cornay,67,0,1621,1621,24.2
8132,Corny-Machéroménil,193,0,3691,3691,19.1
8133,Coucy,530,0,10136,10136,19.1
8134,Coulommes-et-Marqueny,75,0,1645,1645,21.9
8135,La Croix-aux-Bois,160,0,3871,3871,24.2
8136,Daigny,358,0,8224,8224,23.0
8137,Damouzy,428,0,9832,9832,23.0
8138,Les Deux-Villes,249,0,8816,8816,35.4
8139,Deville,1044,0,16253,16253,15.6
8140,Dom-le-Mesnil,1053,0,24189,24189,23.0
8141,Dommery,187,0,4102,4102,21.9
8142,Donchery,1989,0,45690,45690,23.0
8143,Doumely-Bégny,78,0,1711,1711,21.9
8144,Doux,102,0,1951,1951,19.1
8145,Douzy,2149,0,76083,76083,35.4
8146,Draize,90,0,1974,1974,21.9
8147,Dricourt,71,0,1718,1718,24.2
8148,L'Écaille,260,0,4972,4972,19.1
8149,L'Échelle,133,0,3477,3477,26.1
8150,Écly,169,0,3232,3232,19.1
8151,Écordal,290,0,6361,6361,21.9
8153,Escombres-et-le-Chesnois,343,0,12144,12144,35.4
8154,Estrebay,86,0,2248,2248,26.1
8155,Étalle,96,0,2510,2510,26.1
8156,Éteignières,469,0,12261,12261,26.1
8158,Étrépigny,272,0,6248,6248,23.0
8159,Euilly-et-Lombut,109,0,3859,3859,35.4
8160,Évigny,188,0,4123,4123,21.9
8161,Exermont,33,0,798,798,24.2
8162,Fagnon,341,0,7833,7833,23.0
8163,Faissault,257,0,5637,5637,21.9
8164,Falaise,342,0,8275,8275,24.2
8165,Faux,63,0,1382,1382,21.9
8166,Fépin,236,0,1515,1515,6.4
8167,La Férée,70,0,1830,1830,26.1
8168,La Ferté-sur-Chiers,176,0,6231,6231,35.4
8169,Flaignes-Havys,92,0,2405,2405,26.1
8170,Fleigneux,223,0,5123,5123,23.0
8171,Fléville,93,0,2250,2250,24.2
8172,Fligny,155,0,4052,4052,26.1
8173,Flize,1682,0,38638,38638,23.0
8174,Floing,2277,0,52305,52305,23.0
8175,Foisches,254,0,1631,1631,6.4
8176,Fossé,61,0,1476,1476,24.2
8178,Fraillicourt,171,0,3751,3751,21.9
8179,Francheval,590,0,13553,13553,23.0
8180,La Francheville,1647,0,37834,37834,23.0
8182,Le Fréty,61,0,1595,1595,26.1
8183,Fromelennes,1038,0,6664,6664,6.4
8184,Fromy,85,0,3009,3009,35.4
8185,Fumay,3118,0,20018,20018,6.4
8186,Germont,51,0,1234,1234,24.2
8187,Gernelle,315,0,7236,7236,23.0
8188,Gespunsart,969,0,22259,22259,23.0
8189,Girondelle,157,0,4104,4104,26.1
8190,Givet,6356,471048,40807,511855,80.5
8191,Givonne,1055,0,24235,24235,23.0
8192,Givron,94,0,2062,2062,21.9
8193,Givry,266,0,5834,5834,21.9
8194,Glaire,824,0,18928,18928,23.0
8195,Gomont,320,0,6120,6120,19.1
8196,Grandchamp,89,0,1952,1952,21.9
8197,Grandham,36,0,871,871,24.2
8198,Grandpré,506,0,12243,12243,24.2
8199,La Grandville,765,0,17573,17573,23.0
8200,Grivy-Loisy,183,0,4428,4428,24.2
8201,Gruyères,104,0,2281,2281,21.9
8202,Gué-d'Hossus,504,0,7846,7846,15.6
8203,Guignicourt-sur-Vence,265,0,5812,5812,21.9
8204,Guincourt,74,0,1623,1623,21.9
8205,Hagnicourt,68,0,1491,1491,21.9
8206,Ham-les-Moines,360,0,5605,5605,15.6
8207,Ham-sur-Meuse,226,0,1451,1451,6.4
8208,Hannappes,134,0,3503,3503,26.1
8209,Hannogne-Saint-Martin,439,0,10084,10084,23.0
8210,Hannogne-Saint-Rémy,111,0,2123,2123,19.1
8211,Haraucourt,706,0,24995,24995,35.4
8212,Harcy,503,0,7831,7831,15.6
8214,Hargnies,453,0,2908,2908,6.4
8215,Harricourt,45,0,1089,1089,24.2
8216,Haudrecy,328,0,7535,7535,23.0
8217,Haulmé,87,0,1354,1354,15.6
8218,Les Hautes-Rivières,1253,0,19507,19507,15.6
8219,Hauteville,123,0,2352,2352,19.1
8220,Hauviné,320,0,7743,7743,24.2
8222,Haybes,1806,0,11595,11595,6.4
8223,Herbeuval,124,0,4390,4390,35.4
8225,Herpy-l'Arlésienne,213,0,4073,4073,19.1
8226,Hierges,164,0,1053,1053,6.4
8228,La Horgne,152,0,3334,3334,21.9
8229,Houdilcourt,143,0,2735,2735,19.1
8230,Houldizy,404,0,9280,9280,23.0
8232,Illy,416,0,9556,9556,23.0
8233,Imécourt,43,0,1040,1040,24.2
8234,Inaumont,136,0,2601,2601,19.1
8235,Issancourt-et-Rumel,399,0,9166,9166,23.0
8236,Jandun,304,0,6668,6668,21.9
8237,Joigny-sur-Meuse,631,0,9824,9824,15.6
8238,Jonval,89,0,1952,1952,21.9
8239,Juniville,1232,0,23561,23561,19.1
8240,Justine-Herbigny,164,0,3597,3597,21.9
8242,Laifour,410,0,6383,6383,15.6
8243,Lalobbe,165,0,3619,3619,21.9
8244,Lametz,76,0,1667,1667,21.9
8245,Lançon,31,0,750,750,24.2
8246,Landres-et-Saint-Georges,68,0,1645,1645,24.2
8247,Landrichamps,129,0,828,828,6.4
8248,Launois-sur-Vence,686,0,15046,15046,21.9
8249,Laval-Morency,233,0,3627,3627,15.6
8250,Leffincourt,189,0,4573,4573,24.2
8251,Lépron-les-Vallées,65,0,1699,1699,26.1
8252,Létanne,110,0,3894,3894,35.4
8254,Liart,596,0,15581,15581,26.1
8255,Linay,219,0,7753,7753,35.4
8256,Liry,89,0,2153,2153,24.2
8257,Logny-Bogny,153,0,4000,4000,26.1
8259,Longwé,66,0,1597,1597,24.2
8260,Lonny,618,0,9621,9621,15.6
8262,Lucquy,579,0,12699,12699,21.9
8263,Lumes,1103,0,25337,25337,23.0
8264,Machault,492,0,11904,11904,24.2
8268,Maisoncelle-et-Villers,69,0,2443,2443,35.4
8269,Malandry,79,0,2797,2797,35.4
8271,Manre,105,0,2541,2541,24.2
8272,Maranwez,54,0,1184,1184,21.9
8273,Marby,79,0,2065,2065,26.1
8274,Marcq,89,0,2153,2153,24.2
8275,Margny,210,0,7435,7435,35.4
8276,Margut,711,0,25172,25172,35.4
8277,Marlemont,125,0,3268,3268,26.1
8278,Marquigny,74,0,1623,1623,21.9
8279,Mars-sous-Bourcq,62,0,1500,1500,24.2
8280,Marvaux-Vieux,70,0,1694,1694,24.2
8281,Matton-et-Clémency,439,0,15542,15542,35.4
8282,Maubert-Fontaine,1025,0,26796,26796,26.1
8283,Mazerny,128,0,2807,2807,21.9
8284,Les Mazures,856,0,13326,13326,15.6
8286,Ménil-Annelles,102,0,1951,1951,19.1
8287,Ménil-Lépinois,144,0,2754,2754,19.1
8288,Mesmont,91,0,1996,1996,21.9
8289,Messincourt,588,0,20818,20818,35.4
8291,Mogues,231,0,8178,8178,35.4
8293,Moiry,136,0,4815,4815,35.4
8295,Mondigny,193,0,4233,4233,21.9
8296,Montcheutin,111,0,2686,2686,24.2
8297,Montcornet,299,0,4655,4655,15.6
8298,Montcy-Notre-Dame,1560,0,35835,35835,23.0
8300,Le Mont-Dieu,11,0,0,0,0.0
8301,Montgon,71,0,1718,1718,24.2
8302,Monthermé,2155,0,33549,33549,15.6
8303,Monthois,396,0,9582,9582,24.2
8304,Montigny-sur-Meuse,77,0,494,494,6.4
8305,Montigny-sur-Vence,220,0,4825,4825,21.9
8306,Mont-Laurent,51,0,975,975,19.1
8307,Montmeillant,84,0,1842,1842,21.9
8308,Mont-Saint-Martin,88,0,2129,2129,24.2
8309,Mont-Saint-Remy,53,0,1282,1282,24.2
8310,Mouron,74,0,1791,1791,24.2
8311,Mouzon,2236,0,79163,79163,35.4
8312,Murtin-et-Bogny,175,0,2724,2724,15.6
8313,Nanteuil-sur-Aisne,149,0,2850,2850,19.1
8314,Neuflize,850,0,16256,16256,19.1
8315,Neufmaison,68,0,1491,1491,21.9
8316,Neufmanil,988,0,22696,22696,23.0
8317,La Neuville-à-Maire,111,0,3930,3930,35.4
8318,La Neuville-aux-Joûtes,351,0,9176,9176,26.1
8319,Neuville-lez-Beaulieu,327,0,8549,8549,26.1
8320,La Neuville-en-Tourne-à-Fuy,531,0,10155,10155,19.1
8321,Neuville-Day,170,0,3729,3729,21.9
8322,Neuville-lès-This,329,0,5122,5122,15.6
8323,La Neuville-lès-Wasigny,162,0,3553,3553,21.9
8324,Neuvizy,119,0,2610,2610,21.9
8325,Noirval,24,0,581,581,24.2
8326,Nouart,110,0,2662,2662,24.2
8327,Nouvion-sur-Meuse,2235,0,51341,51341,23.0
8328,Nouzonville,5548,69545,127444,196989,35.5
8329,Novion-Porcien,519,0,11383,11383,21.9
8330,Novy-Chevrières,744,0,14228,14228,19.1
8331,Noyers-Pont-Maugis,670,0,15391,15391,23.0
8332,Oches,34,0,823,823,24.2
8333,Olizy-Primat,224,0,5420,5420,24.2
8334,Omicourt,43,0,943,943,21.9
8335,Omont,72,0,1579,1579,21.9
8336,Osnes,229,0,8108,8108,35.4
8338,Pauvres,198,0,4791,4791,24.2
8339,Perthes,303,0,5795,5795,19.1
8340,Poilcourt-Sydney,169,0,3232,3232,19.1
8341,Poix-Terron,892,0,19564,19564,21.9
8342,Pouru-aux-Bois,234,0,5375,5375,23.0
8343,Pouru-Saint-Remy,1129,0,25934,25934,23.0
8344,Prez,132,0,3451,3451,26.1
8346,Prix-lès-Mézières,1387,0,31861,31861,23.0
8347,Puilly-et-Charbeaux,218,0,7718,7718,35.4
8348,Puiseux,110,0,2413,2413,21.9
8349,Pure,563,0,19932,19932,35.4
8350,Quatre-Champs,244,0,5904,5904,24.2
8351,Quilly,66,0,1597,1597,24.2
8352,Raillicourt,226,0,4957,4957,21.9
8353,Rancennes,707,0,4539,4539,6.4
8354,Raucourt-et-Flaba,815,0,28854,28854,35.4
8355,Regniowez,377,0,9856,9856,26.1
8356,Remaucourt,173,0,3794,3794,21.9
8357,Remilly-Aillicourt,762,0,26978,26978,35.4
8358,Remilly-les-Pothées,263,0,6876,6876,26.1
8360,Renneville,192,0,4211,4211,21.9
8361,Renwez,1637,0,25485,25485,15.6
8362,Rethel,7435,0,142189,142189,19.1
8363,Revin,5795,118100,37205,155305,26.8
8364,Rilly-sur-Aisne,124,0,2720,2720,21.9
8365,Rimogne,1328,0,20675,20675,15.6
8366,Rocquigny,652,0,14300,14300,21.9
8367,Rocroi,2256,0,35122,35122,15.6
8368,Roizy,220,0,4207,4207,19.1
8369,La Romagne,130,0,2851,2851,21.9
8370,Rouvroy-sur-Audry,528,0,13803,13803,26.1
8372,Rubigny,61,0,1338,1338,21.9
8373,Rumigny,269,0,7032,7032,26.1
8374,La Sabotterie,128,0,2807,2807,21.9
8375,Sachy,178,0,6302,6302,35.4
8376,Sailly,249,0,8816,8816,35.4
8377,Saint-Aignan,151,0,3469,3469,23.0
8378,Saint-Clément-à-Arnes,109,0,2637,2637,24.2
8379,Saint-Étienne-à-Arnes,245,0,5928,5928,24.2
8380,Saint-Fergeux,217,0,4150,4150,19.1
8381,Saint-Germainmont,813,0,15548,15548,19.1
8382,Saint-Jean-aux-Bois,93,0,2040,2040,21.9
8383,Saint-Juvin,100,0,2420,2420,24.2
8384,Saint-Lambert-et-Mont-de-Jeux,130,0,2851,2851,21.9
8385,Saint-Laurent,1073,0,24648,24648,23.0
8386,Saint-Loup-en-Champagne,340,0,6502,6502,19.1
8387,Saint-Loup-Terrier,179,0,3926,3926,21.9
8388,Saint-Marceau,351,0,7699,7699,21.9
8389,Saint-Marcel,320,0,4982,4982,15.6
8390,Sainte-Marie,78,0,1887,1887,24.2
8391,Saint-Menges,934,0,21455,21455,23.0
8392,Saint-Morel,181,0,4379,4379,24.2
8393,Saint-Pierre-à-Arnes,66,0,1597,1597,24.2
8394,Saint-Pierremont,71,0,1718,1718,24.2
8395,Saint-Pierre-sur-Vence,148,0,3246,3246,21.9
8396,Saint-Quentin-le-Petit,124,0,2371,2371,19.1
8397,Saint-Remy-le-Petit,55,0,1052,1052,19.1
8398,Sainte-Vaubourg,83,0,1820,1820,21.9
8399,Sapogne-sur-Marche,149,0,5275,5275,35.4
8400,Sapogne-et-Feuchères,516,0,11853,11853,23.0
8401,Saulces-Champenoises,221,0,4847,4847,21.9
8402,Saulces-Monclin,841,0,18446,18446,21.9
8403,Sault-lès-Rethel,1932,0,36948,36948,19.1
8404,Sault-Saint-Remy,208,0,3978,3978,19.1
8405,Sauville,240,0,5807,5807,24.2
8406,Savigny-sur-Aisne,350,0,8469,8469,24.2
8407,Séchault,60,0,1452,1452,24.2
8408,Sécheval,536,0,12313,12313,23.0
8409,Sedan,16727,1142661,384239,1526900,91.3
8410,Semide,173,0,4186,4186,24.2
8411,Semuy,87,0,1908,1908,21.9
8412,Senuc,152,0,3678,3678,24.2
8413,Seraincourt,257,0,4915,4915,19.1
8415,Sery,319,0,6997,6997,21.9
8416,Seuil,182,0,3481,3481,19.1
8417,Sévigny-la-Forêt,274,0,4266,4266,15.6
8418,Sévigny-Waleppe,222,0,4246,4246,19.1
8419,Signy-l'Abbaye,1346,0,29522,29522,21.9
8420,Signy-le-Petit,1219,0,31868,31868,26.1
8421,Signy-Montlibert,93,0,3293,3293,35.4
8422,Singly,137,0,3005,3005,21.9
8424,Sommauthe,131,0,3170,3170,24.2
8425,Sommerance,48,0,1161,1161,24.2
8426,Son,89,0,1702,1702,19.1
8427,Sorbon,222,0,4246,4246,19.1
8428,Sorcy-Bauthémont,147,0,3224,3224,21.9
8429,Sormonne,527,0,8204,8204,15.6
8430,Stonne,39,0,1381,1381,35.4
8431,Sugny,94,0,2274,2274,24.2
8432,Sury,95,0,1479,1479,15.6
8433,Suzanne,56,0,1228,1228,21.9
8434,Sy,56,0,1355,1355,24.2
8435,Tagnon,892,0,17059,17059,19.1
8436,Taillette,405,0,6305,6305,15.6
8437,Tailly,179,0,4331,4331,24.2
8438,Taizy,101,0,1932,1932,19.1
8439,Tannay,151,0,3654,3654,24.2
8440,Tarzy,123,0,3216,3216,26.1
8444,Tétaigne,131,0,4638,4638,35.4
8445,Thelonne,404,0,9280,9280,23.0
8446,Thénorgues,85,0,2057,2057,24.2
8448,Thilay,983,0,15303,15303,15.6
8449,Thin-le-Moutier,682,0,14958,14958,21.9
8450,This,225,0,3503,3503,15.6
8451,Le Thour,363,0,6942,6942,19.1
8452,Thugny-Trugny,248,0,4743,4743,19.1
8453,Toges,95,0,2299,2299,24.2
8454,Touligny,82,0,1799,1799,21.9
8455,Tourcelles-Chaumont,87,0,2105,2105,24.2
8456,Tournavaux,233,0,3627,3627,15.6
8457,Tournes,1058,0,24304,24304,23.0
8458,Tourteron,178,0,3904,3904,21.9
8459,Tremblois-lès-Carignan,135,0,4780,4780,35.4
8460,Tremblois-lès-Rocroi,156,0,2429,2429,15.6
8461,Vandy,200,0,4839,4839,24.2
8462,Vaux-Champagne,141,0,3093,3093,21.9
8463,Vaux-en-Dieulet,54,0,1307,1307,24.2
8464,Vaux-lès-Mouron,78,0,1887,1887,24.2
8465,Vaux-lès-Rubigny,44,0,965,965,21.9
8466,Vaux-lès-Mouzon,72,0,2549,2549,35.4
8467,Vaux-Montreuil,108,0,2369,2369,21.9
8468,Vaux-Villaine,189,0,4941,4941,26.1
8469,Vendresse,479,0,10506,10506,21.9
8470,Verpel,64,0,1549,1549,24.2
8471,Verrières,33,0,798,798,24.2
8472,Viel-Saint-Remy,300,0,6580,6580,21.9
8473,Vieux-lès-Asfeld,298,0,5699,5699,19.1
8476,Villers-devant-le-Thour,417,0,7975,7975,19.1
8477,Villers-devant-Mouzon,104,0,3682,3682,35.4
8478,Villers-le-Tilleul,238,0,5220,5220,21.9
8479,Villers-le-Tourneur,216,0,4738,4738,21.9
8480,Villers-Semeuse,3628,38990,83340,122330,33.7
8481,Villers-sur-Bar,240,0,5513,5513,23.0
8482,Villers-sur-le-Mont,102,0,2237,2237,21.9
8483,Ville-sur-Lumes,529,0,12152,12152,23.0
8484,Ville-sur-Retourne,73,0,1396,1396,19.1
8485,Villy,195,0,6904,6904,35.4
8486,Vireux-Molhain,1482,0,9515,9515,6.4
8487,Vireux-Wallerand,1849,0,11871,11871,6.4
8488,Vivier-au-Court,2811,0,64572,64572,23.0
8489,Voncq,211,0,4628,4628,21.9
8490,Vouziers,3862,239606,93445,333051,86.2
8491,Vrigne aux Bois,3524,52318,80951,133269,37.8
8492,Vrigne-Meuse,332,0,7626,7626,23.0
8494,Wadelincourt,447,0,10268,10268,23.0
8496,Wagnon,108,0,2369,2369,21.9
8497,Warcq,1280,0,29403,29403,23.0
8498,Warnécourt,384,0,8422,8422,21.9
8499,Wasigny,280,0,6141,6141,21.9
8500,Wignicourt,57,0,1250,1250,21.9
8501,Williers,40,0,1416,1416,35.4
8502,Yoncq,85,0,3009,3009,35.4
8503,Yvernaumont,121,0,2654,2654,21.9
9001,Aigues-Juntes,59,0,7150,7150,121.2
9002,Aigues-Vives,631,0,13070,13070,20.7
9003,L'Aiguillon,375,0,3330,3330,8.9
9004,Albiès,122,5530,17570,23100,189.3
9005,Aleu,131,0,15874,15874,121.2
9006,Alliat,56,0,216,216,3.9
9007,Allières,75,0,9088,9088,121.2
9008,Alos,116,0,14057,14057,121.2
9009,Alzen,265,0,32113,32113,121.2
9011,Antras,74,0,8967,8967,121.2
9012,Appy,28,780,4032,4812,171.9
9013,Arabaux,80,0,2150,2150,26.9
9014,Argein,192,0,23266,23266,121.2
9015,Arignac,722,0,2787,2787,3.9
9016,Arnave,214,0,826,826,3.9
9017,Arrien-en-Bethmale,123,0,14905,14905,121.2
9018,Arrout,92,0,11148,11148,121.2
9019,Artigat,555,0,9871,9871,17.8
9020,Artigues,32,0,4609,4609,144.0
9021,Artix,113,0,3037,3037,26.9
9022,Arvigna,237,0,1067,1067,4.5
9023,Ascou,115,0,16562,16562,144.0
9024,Aston,193,47800,27795,75595,391.7
9025,Aucazein,62,0,7513,7513,121.2
9026,Audressein,146,0,17692,17692,121.2
9027,Augirein,80,0,9694,9694,121.2
9029,Aulus-les-Bains,146,0,17692,17692,121.2
9030,Auzat,562,0,80937,80937,144.0
9031,Axiat,39,900,5617,6517,167.1
9032,Ax-les-Thermes,1277,53080,183909,236989,185.6
9033,Bagert,41,0,4968,4968,121.2
9034,Balacet,47,0,5695,5695,121.2
9035,Balaguères,197,0,23872,23872,121.2
9037,Barjac,43,0,5211,5211,121.2
9038,La Bastide-de-Besplas,373,0,6634,6634,17.8
9039,La Bastide-de-Bousignac,336,0,6960,6960,20.7
9040,La Bastide-de-Lordat,310,0,1396,1396,4.5
9041,La Bastide-du-Salat,202,0,24478,24478,121.2
9042,La Bastide-de-Sérou,972,0,117786,117786,121.2
9043,La Bastide-sur-l'Hers,676,0,14002,14002,20.7
9044,Baulou,165,0,4435,4435,26.9
9045,Bédeilhac-et-Aynat,195,0,753,753,3.9
9046,Bédeille,76,0,9210,9210,121.2
9047,Bélesta,1085,0,9635,9635,8.9
9048,Belloc,84,0,1740,1740,20.7
9049,Bénac,174,0,4677,4677,26.9
9050,Benagues,502,0,2260,2260,4.5
9051,Bénaix,151,0,1341,1341,8.9
9052,Besset,165,0,3418,3418,20.7
9053,Bestiac,30,6000,4320,10320,344.0
9054,Betchat,356,0,43140,43140,121.2
9055,Bethmale,100,0,12118,12118,121.2
9056,Bézac,476,0,2143,2143,4.5
9057,Biert,307,0,37202,37202,121.2
9058,Bompas,200,0,772,772,3.9
9059,Bonac-Irazein,125,0,15147,15147,121.2
9060,Bonnac,789,0,3552,3552,4.5
9061,Les Bordes-sur-Arize,472,0,8395,8395,17.8
9062,Bordes-Uchentein,216,0,26175,26175,121.2
9063,Le Bosc,114,0,3064,3064,26.9
9064,Bouan,41,2250,5905,8155,198.9
9065,Boussenac,243,0,29447,29447,121.2
9066,Brassac,621,0,16691,16691,26.9
9067,Brie,206,0,927,927,4.5
9068,Burret,44,0,1183,1183,26.9
9069,Buzan,40,0,4847,4847,121.2
9070,Les Cabannes,330,4250,47525,51775,156.9
9071,Cadarcet,214,0,25932,25932,121.2
9072,Calzan,45,0,1210,1210,26.9
9073,Camarade,209,0,3717,3717,17.8
9074,Camon,152,0,3148,3148,20.7
9075,Campagne-sur-Arize,286,0,5087,5087,17.8
9076,Canté,212,0,954,954,4.5
9077,Capoulet-et-Junac,191,0,737,737,3.9
9078,Carcanières,71,0,10225,10225,144.0
9079,Carla-Bayle,792,0,14086,14086,17.8
9080,Carla-de-Roquefort,166,0,1474,1474,8.9
9081,Le Carlaret,286,0,1288,1288,4.5
9082,Castelnau-Durban,458,0,55500,55500,121.2
9083,Castéras,22,0,391,391,17.8
9084,Castex,95,0,1690,1690,17.8
9085,Castillon-en-Couserans,433,0,52471,52471,121.2
9086,Caumont,338,0,40959,40959,121.2
9087,Caussou,47,3020,6769,9789,208.3
9088,Caychax,14,400,2016,2416,172.6
9089,Cazals-des-Baylès,56,0,1160,1160,20.7
9090,Cazaux,45,0,1210,1210,26.9
9091,Cazavet,192,0,23266,23266,121.2
9092,Cazenave-Serres-et-Allens,61,0,235,235,3.9
9093,Celles,143,0,3844,3844,26.9
9094,Cérizols,140,0,16965,16965,121.2
9095,Cescau,162,0,19631,19631,121.2
9096,Château-Verdun,41,0,5905,5905,144.0
9097,Clermont,118,0,14299,14299,121.2
9098,Contrazy,71,0,8604,8604,121.2
9099,Cos,358,0,9622,9622,26.9
9100,Couflens,103,0,12481,12481,121.2
9101,Coussa,278,0,7472,7472,26.9
9102,Coutens,179,0,3708,3708,20.7
9103,Crampagna,952,0,25588,25588,26.9
9104,Dalou,784,0,21072,21072,26.9
9105,Daumazan-sur-Arize,804,0,14300,14300,17.8
9106,Dreuilhe,363,0,3224,3224,8.9
9107,Dun,650,0,13464,13464,20.7
9108,Durban-sur-Arize,179,0,21691,21691,121.2
9109,Durfort,185,0,3290,3290,17.8
9110,Encourtiech,98,0,11876,11876,121.2
9111,Engomer,314,0,38050,38050,121.2
9113,Ercé,580,0,70284,70284,121.2
9114,Erp,132,0,15996,15996,121.2
9115,Esclagne,121,0,2506,2506,20.7
9116,Escosse,362,0,1630,1630,4.5
9117,Esplas,105,0,473,473,4.5
9118,Esplas-de-Sérou,171,0,20722,20722,121.2
9119,Eycheil,530,0,64225,64225,121.2
9120,Fabas,353,0,42776,42776,121.2
9121,Ferrières-sur-Ariège,775,0,20831,20831,26.9
9122,Foix,9731,396182,261550,657732,67.6
9123,Fornex,107,0,1903,1903,17.8
9124,Le Fossat,1061,0,18871,18871,17.8
9125,Fougax-et-Barrineuf,430,0,3819,3819,8.9
9126,Freychenet,82,0,728,728,8.9
9127,Gabre,124,0,2205,2205,17.8
9128,Gajan,330,0,39989,39989,121.2
9129,Galey,113,0,13693,13693,121.2
9130,Ganac,746,0,20051,20051,26.9
9131,Garanou,146,7460,21026,28486,195.1
9132,Gaudiès,235,0,1058,1058,4.5
9133,Génat,24,0,93,93,3.9
9134,Gestiès,36,0,5185,5185,144.0
9136,Gourbit,79,0,305,305,3.9
9137,Gudas,197,0,5295,5295,26.9
9138,L'Herm,189,0,5080,5080,26.9
9139,L'Hospitalet-près-l'Andorre,95,0,13682,13682,144.0
9140,Ignaux,126,0,18146,18146,144.0
9141,Illartein,73,0,8846,8846,121.2
9142,Ilhat,124,0,1101,1101,8.9
9143,Illier-et-Laramade,38,0,5473,5473,144.0
9145,Les Issards,253,0,1139,1139,4.5
9146,Justiniac,58,0,261,261,4.5
9147,Labatut,177,0,797,797,4.5
9148,Lacave,116,0,14057,14057,121.2
9149,Lacourt,201,0,24357,24357,121.2
9150,Lagarde,210,0,4350,4350,20.7
9151,Lanoux,62,0,1103,1103,17.8
9152,Lapège,18,0,69,69,3.8
9153,Lapenne,120,0,2486,2486,20.7
9154,Larbont,60,0,7271,7271,121.2
9155,Larcat,49,1500,7057,8557,174.6
9156,Larnat,19,3750,2736,6486,341.4
9157,Laroque-d'Olmes,2414,0,21437,21437,8.9
9158,Lasserre,252,0,30537,30537,121.2
9159,Lassur,84,1650,12097,13747,163.7
9160,Lavelanet,6018,382952,53443,436395,72.5
9161,Léran,616,0,12760,12760,20.7
9162,Lercoul,14,3200,2016,5216,372.6
9163,Lescousse,82,0,369,369,4.5
9164,Lescure,483,0,58530,58530,121.2
9165,Lesparrou,233,0,2069,2069,8.9
9166,Leychert,112,0,995,995,8.9
9167,Lézat-sur-Lèze,2341,0,41636,41636,17.8
9168,Lieurac,180,0,1598,1598,8.9
9169,Limbrassac,119,0,2465,2465,20.7
9170,Lissac,240,0,1081,1081,4.5
9171,Lordat,63,0,9073,9073,144.0
9172,Loubaut,28,0,498,498,17.8
9173,Loubens,277,0,7445,7445,26.9
9174,Loubières,359,0,9649,9649,26.9
9175,Ludiès,99,0,446,446,4.5
9176,Luzenac,514,139420,74024,213444,415.3
9177,Madière,272,0,1225,1225,4.5
9178,Malegoude,37,0,766,766,20.7
9179,Malléon,79,0,2123,2123,26.9
9180,Manses,128,0,2651,2651,20.7
