COG,departement,commune,population,Pop_in_QPV_pct,Total_QPV,logements_sociaux_pct,Subventions_parHab,places_migrants_p1k,Total_places_migrants,Number_of_Mosques,Mosque_p100k,Insécurité_Score,Immigration_Score,Islamisation_Score,Défrancisation_Score,Wokisme_Score
66231,66,Vingrau,541,0.0,0,5.0,8.3,0.0,0,0,0.0,52,64,44,93,26
66232,66,Vira,28,0.0,0,0.0,24.5,0.0,0,0,0.0,27,64,44,93,25
66233,66,Vivès,182,0.0,0,0.0,41.5,0.0,0,0,0.0,47,64,44,93,31
66234,66,Le Vivier,66,0.0,0,0.0,24.5,0.0,0,0,0.0,13,64,44,93,25
67001,67,Achenheim,2570,0.0,0,2.0,402.5,0.0,0,0,0.0,86,111,116,126,156
67002,67,Adamswiller,406,0.0,0,0.0,27.7,0.0,0,0,0.0,27,68,53,80,23
67003,67,Albé,471,0.0,0,1.0,158.6,0.0,0,0,0.0,23,68,53,80,70
67004,67,Sommerau,1524,0.0,0,6.0,72.8,0.0,0,0,0.0,33,68,53,80,47
67005,67,Alteckendorf,858,0.0,0,2.0,38.2,0.0,0,0,0.0,25,68,53,80,29
67006,67,Altenheim,228,0.0,0,0.0,71.9,0.0,0,0,0.0,23,68,53,80,38
67008,67,Altorf,1445,0.0,0,3.0,57.7,0.0,0,0,0.0,33,68,53,80,37
67009,67,Altwiller,374,0.0,0,2.0,22.5,0.0,0,0,0.0,20,68,53,80,24
67010,67,Andlau,1759,0.0,0,2.0,35.2,0.0,0,0,0.0,41,68,53,80,28
67011,67,Artolsheim,1008,0.0,0,0.0,21.1,0.0,0,0,0.0,30,68,53,80,21
67012,67,Aschbach,633,0.0,0,0.0,27.6,0.0,0,0,0.0,27,68,53,80,23
67013,67,Asswiller,269,0.0,0,0.0,36.0,0.0,0,0,0.0,26,68,53,521,26
67016,67,Avolsheim,766,0.0,0,6.0,12.2,0.0,0,0,0.0,26,68,53,80,25
67017,67,Baerendorf,301,0.0,0,0.0,24.8,0.0,0,0,0.0,23,68,53,80,22
67018,67,Balbronn,677,0.0,0,0.0,72.1,0.0,0,0,0.0,27,68,53,80,38
67019,67,Baldenheim,1229,0.0,0,2.0,19.2,0.0,0,0,0.0,41,68,53,80,23
67020,67,Barembach,829,0.0,0,0.0,72.4,0.0,0,0,0.0,31,68,53,80,38
67021,67,Barr,7086,0.0,0,8.0,73.4,0.0,0,1,14.11,83,84,189,96,49
67022,67,Bassemberg,223,0.0,0,5.0,160.5,0.0,0,0,0.0,24,68,53,80,76
67023,67,Batzendorf,968,0.0,0,0.0,12.2,0.0,0,0,0.0,31,68,53,80,18
67025,67,Beinheim,1904,0.0,0,0.0,165.2,0.0,0,0,0.0,35,68,53,80,71
67026,67,Bellefosse,170,0.0,0,0.0,81.5,0.0,0,0,0.0,26,68,53,80,42
67027,67,Belmont,174,0.0,0,6.0,72.4,0.0,0,0,0.0,31,68,53,80,46
67028,67,Benfeld,5922,0.0,0,12.0,25.8,0.0,0,1,16.89,81,68,189,80,38
67029,67,Berg,343,0.0,0,0.0,14.0,0.0,0,0,0.0,22,68,53,80,18
67030,67,Bergbieten,725,0.0,0,1.0,62.2,0.0,0,0,0.0,25,68,53,80,36
67031,67,Bernardswiller,1466,0.0,0,0.0,24.2,0.0,0,0,0.0,29,68,53,80,22
67032,67,Bernardvillé,199,0.0,0,4.0,30.9,0.0,0,0,0.0,19,68,53,80,29
67033,67,Bernolsheim,610,0.0,0,0.0,12.2,0.0,0,0,0.0,347,68,53,80,18
67034,67,Berstett,2474,0.0,0,2.0,23.8,0.0,0,0,0.0,35,68,53,80,24
67035,67,Berstheim,513,0.0,0,6.0,12.2,0.0,0,0,0.0,25,68,53,80,25
67036,67,Bettwiller,302,0.0,0,0.0,19.1,0.0,0,0,0.0,23,68,53,80,20
67037,67,Biblisheim,353,0.0,0,0.0,33.1,0.0,0,0,0.0,23,68,53,80,25
67038,67,Bietlenheim,317,0.0,0,0.0,21.2,0.0,0,0,0.0,16,68,53,80,21
67039,67,Bilwisheim,537,0.0,0,0.0,12.2,0.0,0,0,0.0,27,68,53,80,18
67040,67,Bindernheim,1051,0.0,0,0.0,23.1,0.0,0,0,0.0,27,68,53,80,21
67043,67,Bischheim,18289,25.13,2,34.0,433.8,15.58,285,1,5.47,90,247,146,122,464
67044,67,Bischholtz,251,0.0,0,0.0,35.7,0.0,0,0,0.0,22,68,53,80,26
67045,67,Bischoffsheim,3360,0.0,0,2.0,39.6,0.0,0,0,0.0,37,68,53,80,30
67046,67,Bischwiller,12211,15.54,1,17.0,100.5,0.0,0,1,8.19,93,95,157,118,118
67047,67,Bissert,154,0.0,0,0.0,20.3,0.0,0,0,0.0,26,68,53,80,20
67048,67,Bitschhoffen,461,0.0,0,0.0,12.2,0.0,0,0,0.0,25,68,53,80,18
67049,67,Blaesheim,1408,0.0,0,1.0,394.4,0.0,0,0,0.0,29,68,53,80,152
67050,67,Blancherupt,30,0.0,0,0.0,100.7,0.0,0,0,0.0,6,68,53,80,48
67051,67,Blienschwiller,305,0.0,0,0.0,31.4,0.0,0,0,0.0,21,68,53,80,24
67052,67,Bœrsch,2435,0.0,0,6.0,54.4,0.0,0,0,0.0,39,68,53,80,40
67053,67,Bœsenbiesen,317,0.0,0,0.0,21.1,0.0,0,0,0.0,23,68,53,80,21
67054,67,Bolsenheim,572,0.0,0,0.0,29.9,0.0,0,0,0.0,27,68,53,80,24
67055,67,Boofzheim,1383,0.0,0,0.0,18.5,0.0,0,0,0.0,123,68,53,80,20
67056,67,Bootzheim,795,0.0,0,0.0,21.1,0.0,0,0,0.0,30,68,53,80,21
67057,67,Bosselshausen,176,0.0,0,0.0,32.8,0.0,0,0,0.0,16,68,53,80,25
67058,67,Bossendorf,383,0.0,0,0.0,35.3,0.0,0,0,0.0,19,68,53,80,26
67059,67,Bourg-Bruche,380,0.0,0,4.0,80.3,0.0,0,0,0.0,28,68,53,80,47
67060,67,Bourgheim,643,0.0,0,0.0,33.8,0.0,0,0,0.0,31,68,53,80,25
67061,67,Bouxwiller,3706,0.0,0,6.0,67.3,0.0,0,0,0.0,41,68,53,80,45
67062,67,Breitenau,337,0.0,0,1.0,159.8,0.0,0,0,0.0,18,68,53,80,70
67063,67,Breitenbach,675,0.0,0,1.0,158.6,0.0,0,0,0.0,31,68,53,80,70
67065,67,Breuschwickersheim,1345,0.0,0,1.0,388.5,0.0,0,0,0.0,24,68,53,80,150
67066,67,La Broque,2577,0.0,0,3.0,75.4,0.0,0,1,38.8,52,68,364,80,43
67067,67,Brumath,10369,0.0,0,7.0,70.1,0.0,0,0,0.0,77,79,53,80,47
67068,67,Buswiller,288,0.0,0,0.0,34.2,0.0,0,0,0.0,23,68,53,80,25
67069,67,Buhl,508,0.0,0,0.0,115.7,0.0,0,0,0.0,29,68,53,80,54
67070,67,Burbach,279,0.0,0,0.0,24.7,0.0,0,0,0.0,29,68,53,80,22
67071,67,Bust,462,0.0,0,0.0,15.1,0.0,0,0,0.0,27,68,53,80,19
67072,67,Butten,651,0.0,0,0.0,16.9,0.0,0,0,0.0,28,68,53,80,19
67073,67,Châtenois,4265,0.0,0,5.0,29.8,0.0,0,0,0.0,47,68,53,80,30
67074,67,Cleebourg,634,0.0,0,0.0,110.2,0.0,0,0,0.0,24,68,53,80,52
67075,67,Climbach,474,0.0,0,0.0,110.2,0.0,0,0,0.0,29,68,53,80,52
67076,67,Colroy-la-Roche,472,0.0,0,0.0,82.7,0.0,0,0,0.0,30,68,53,80,42
67077,67,Cosswiller,593,0.0,0,1.0,57.4,0.0,0,0,0.0,24,68,53,80,35
67078,67,Crastatt,291,0.0,0,0.0,57.1,0.0,0,0,0.0,25,68,53,80,33
67079,67,Crœttwiller,181,0.0,0,0.0,114.7,0.0,0,0,0.0,16,68,53,80,53
67080,67,Dachstein,1755,0.0,0,7.0,4.6,0.0,0,0,0.0,33,68,53,80,24
67081,67,Dahlenheim,787,0.0,0,1.0,56.2,0.0,0,0,0.0,31,68,53,80,34
67082,67,Dalhunden,1218,0.0,0,0.0,12.1,0.0,0,0,0.0,32,68,53,80,17
67083,67,Dambach,755,0.0,0,0.0,36.6,0.0,0,0,0.0,32,68,53,80,26
67084,67,Dambach-la-Ville,2186,0.0,0,3.0,30.9,0.0,0,0,0.0,35,68,53,80,28
67085,67,Dangolsheim,689,0.0,0,2.0,62.3,0.0,0,0,0.0,22,68,53,80,38
67086,67,Daubensand,408,0.0,0,0.0,18.5,0.0,0,0,0.0,18,68,53,80,20
67087,67,Dauendorf,1433,0.0,0,0.0,12.2,0.0,0,0,0.0,32,68,53,80,18
67088,67,Dehlingen,344,0.0,0,0.0,23.0,0.0,0,0,0.0,27,68,53,80,21
67089,67,Dettwiller,2569,0.0,0,4.0,74.6,0.0,0,0,0.0,87,68,53,80,45
67090,67,Diebolsheim,673,0.0,0,0.0,18.5,0.0,0,0,0.0,30,68,53,80,20
67091,67,Diedendorf,329,0.0,0,0.0,12.5,0.0,0,0,0.0,21,68,53,80,18
67092,67,Dieffenbach-au-Val,642,0.0,0,0.0,162.7,0.0,0,0,0.0,21,68,53,80,70
67093,67,Dieffenbach-lès-Wœrth,335,0.0,0,0.0,24.2,0.0,0,0,0.0,28,68,53,80,22
67094,67,Dieffenthal,267,0.0,0,0.0,19.2,0.0,0,0,0.0,25,68,53,80,20
67095,67,Diemeringen,1585,0.0,0,5.0,18.1,0.0,0,0,0.0,31,68,53,80,26
67096,67,Dimbsthal,325,0.0,0,0.0,74.8,0.0,0,0,0.0,27,68,53,80,39
67097,67,Dingsheim,1229,0.0,0,0.0,22.9,0.0,0,0,0.0,32,68,53,80,21
67098,67,Dinsheim-sur-Bruche,1486,0.0,0,2.0,33.0,0.0,0,0,0.0,34,68,53,80,27
67099,67,Domfessel,276,0.0,0,0.0,16.4,0.0,0,0,0.0,468,68,53,80,19
67100,67,Donnenheim,363,0.0,0,6.0,12.2,0.0,0,0,0.0,25,68,53,80,25
67101,67,Dorlisheim,2626,0.0,0,9.0,47.9,0.0,0,0,0.0,61,68,53,80,42
67102,67,Dossenheim-Kochersberg,324,0.0,0,0.0,26.6,0.0,0,0,0.0,21,68,53,80,23
67103,67,Dossenheim-sur-Zinsel,1047,0.0,0,3.0,28.3,0.0,0,0,0.0,31,68,53,80,27
67104,67,Drachenbronn-Birlenbach,586,0.0,0,0.0,110.2,0.0,0,0,0.0,23,68,53,80,52
67105,67,Drulingen,1406,0.0,0,4.0,20.8,0.0,0,0,0.0,34,68,53,80,26
67106,67,Drusenheim,5357,0.0,0,8.0,30.6,0.0,0,0,0.0,35,68,53,102,35
67107,67,Duntzenheim,656,0.0,0,0.0,44.6,0.0,0,0,0.0,27,68,53,80,29
67108,67,Duppigheim,1873,0.0,0,1.0,135.5,0.0,0,0,0.0,37,68,53,80,62
67109,67,Durningen,686,0.0,0,0.0,24.0,0.0,0,0,0.0,209,231,287,253,22
67110,67,Durrenbach,1103,0.0,0,0.0,24.2,0.0,0,0,0.0,24,68,53,80,22
67111,67,Durstel,419,0.0,0,0.0,12.5,0.0,0,0,0.0,20,68,53,80,18
67112,67,Duttlenheim,2957,0.0,0,1.0,15.4,0.0,0,0,0.0,33,68,53,80,20
67113,67,Eberbach-Seltz,433,0.0,0,0.0,131.8,0.0,0,0,0.0,16,68,53,80,59
67115,67,Ebersheim,2295,0.0,0,3.0,19.2,0.0,0,0,0.0,32,68,53,80,24
67116,67,Ebersmunster,571,0.0,0,2.0,19.2,0.0,0,0,0.0,26,68,53,80,23
67117,67,Eckartswiller,421,0.0,0,0.0,72.6,0.0,0,0,0.0,114,68,53,80,39
67118,67,Eckbolsheim,7237,0.0,0,12.0,391.2,0.0,0,0,0.0,60,84,76,96,165
67119,67,Eckwersheim,1428,0.0,0,2.0,390.4,0.0,0,0,0.0,34,68,53,80,152
67120,67,Eichhoffen,501,0.0,0,0.0,46.7,0.0,0,0,0.0,23,68,53,80,30
67121,67,Elsenheim,803,0.0,0,3.0,21.1,0.0,0,0,0.0,31,68,53,80,25
67122,67,Wangenbourg-Engenthal,1339,0.0,0,2.0,60.2,0.0,0,0,0.0,31,68,53,80,37
67123,67,Engwiller,470,0.0,0,0.0,12.2,0.0,0,0,0.0,23,68,53,80,18
67124,67,Entzheim,2545,0.0,0,11.0,393.5,0.0,0,0,0.0,58,68,53,80,165
67125,67,Epfig,2239,0.0,0,2.0,30.9,0.0,0,0,0.0,32,68,53,80,27
67126,67,Erckartswiller,289,0.0,0,0.0,28.7,0.0,0,0,0.0,24,68,53,80,23
67127,67,Ergersheim,1467,0.0,0,6.0,51.6,0.0,0,0,0.0,31,68,53,80,39
67128,67,Ernolsheim-Bruche,1920,0.0,0,2.0,23.3,0.0,0,0,0.0,35,68,53,80,24
67129,67,Ernolsheim-lès-Saverne,601,0.0,0,0.0,83.4,0.0,0,0,0.0,28,68,53,80,42
67130,67,Erstein,11076,0.0,0,12.0,41.7,0.0,0,0,0.0,66,68,53,80,44
67131,67,Eschau,5847,0.0,0,9.0,403.9,0.0,0,0,0.0,42,68,53,80,166
67132,67,Eschbach,958,0.0,0,0.0,24.2,0.0,0,0,0.0,30,68,53,80,22
67133,67,Eschbourg,456,0.0,0,0.0,28.4,0.0,0,0,0.0,29,68,53,80,23
67134,67,Eschwiller,174,0.0,0,0.0,20.5,0.0,0,0,0.0,15,68,53,80,20
67135,67,Ettendorf,742,0.0,0,1.0,36.8,0.0,0,0,0.0,30,68,53,80,27
67136,67,Eywiller,272,0.0,0,0.0,26.1,0.0,0,0,0.0,20,68,53,80,22
67137,67,Fegersheim,5769,0.0,0,14.0,450.0,0.0,0,0,0.0,64,68,53,80,188
67138,67,Fessenheim-le-Bas,577,0.0,0,0.0,23.7,0.0,0,0,0.0,29,68,53,80,22
67139,67,Flexbourg,481,0.0,0,2.0,58.9,0.0,0,0,0.0,28,68,53,80,36
67140,67,Forstfeld,810,0.0,0,0.0,12.1,0.0,0,0,0.0,29,68,53,80,17
67141,67,Forstheim,597,0.0,0,0.0,24.2,0.0,0,0,0.0,24,68,53,80,22
67142,67,Fort-Louis,282,0.0,0,4.0,12.1,0.0,0,0,0.0,25,68,53,80,23
67143,67,Fouchy,641,0.0,0,3.0,159.8,0.0,0,0,0.0,31,68,53,80,73
67144,67,Fouday,345,0.0,0,0.0,72.4,0.0,0,0,0.0,24,68,53,80,38
67145,67,Friedolsheim,266,0.0,0,0.0,76.2,0.0,0,0,0.0,9,68,53,80,40
67146,67,Friesenheim,617,0.0,0,0.0,18.5,0.0,0,0,0.0,25,68,53,80,20
67147,67,Frœschwiller,492,0.0,0,4.0,26.4,0.0,0,0,0.0,25,68,53,80,28
67148,67,Frohmuhl,157,0.0,0,8.0,40.6,0.0,0,0,0.0,8,68,53,80,38
67149,67,Furchhausen,391,0.0,0,0.0,77.9,0.0,0,0,0.0,22,68,53,80,40
67150,67,Furdenheim,1563,0.0,0,3.0,33.8,0.0,0,0,0.0,34,68,53,80,29
67151,67,Gambsheim,5263,0.0,0,5.0,22.7,0.0,0,0,0.0,39,89,84,102,28
67152,67,Geispolsheim,7759,0.0,0,12.0,635.9,0.0,0,0,0.0,51,83,53,95,266
67153,67,Geiswiller-Zœbersdorf,388,0.0,0,1.0,33.6,0.0,0,0,0.0,27,68,53,80,337
67154,67,Gerstheim,3457,0.0,0,2.0,34.6,0.0,0,0,0.0,37,68,53,80,28
67155,67,Gertwiller,1281,0.0,0,3.0,34.6,0.0,0,0,0.0,35,68,53,80,29
67156,67,Geudertheim,2719,0.0,0,4.0,17.8,0.0,0,0,0.0,33,68,53,80,25
67159,67,Gœrlingen,204,0.0,0,0.0,16.3,0.0,0,0,0.0,28,68,53,80,19
67160,67,Gœrsdorf,1054,0.0,0,1.0,26.0,0.0,0,0,0.0,24,68,53,80,24
67161,67,Gottenhouse,369,0.0,0,0.0,75.1,0.0,0,0,0.0,29,68,53,80,39
67162,67,Gottesheim,355,0.0,0,0.0,82.6,0.0,0,0,0.0,23,68,53,80,42
67163,67,Gougenheim,540,0.0,0,0.0,23.0,0.0,0,0,0.0,28,68,53,80,21
67164,67,Goxwiller,835,0.0,0,0.0,31.0,0.0,0,0,0.0,33,68,53,80,24
67165,67,Grandfontaine,391,0.0,0,0.0,79.1,0.0,0,0,0.0,29,68,53,80,41
67166,67,Grassendorf,258,0.0,0,0.0,34.3,0.0,0,0,0.0,25,68,53,80,25
67167,67,Grendelbruch,1224,0.0,0,2.0,36.3,0.0,0,0,0.0,30,68,53,80,29
67168,67,Gresswiller,1677,0.0,0,1.0,28.6,0.0,0,0,0.0,31,68,53,80,25
67169,67,Gries,2886,0.0,0,2.0,68.6,0.0,0,0,0.0,36,68,53,80,40
67172,67,Griesheim-près-Molsheim,2341,0.0,0,3.0,36.3,0.0,0,0,0.0,35,68,53,80,30
67173,67,Griesheim-sur-Souffel,1223,0.0,0,2.0,21.2,0.0,0,0,0.0,31,68,53,80,23
67174,67,Gumbrechtshoffen,1109,0.0,0,3.0,36.6,0.0,0,0,0.0,30,68,53,80,30
67176,67,Gundershoffen,3808,0.0,0,4.0,42.1,0.0,0,1,26.26,35,68,264,80,33
67177,67,Gunstett,621,0.0,0,0.0,31.9,0.0,0,0,0.0,28,68,53,80,24
67178,67,Gungwiller,286,0.0,0,0.0,12.5,0.0,0,0,0.0,26,68,53,80,18
67179,67,Haegen,657,0.0,0,0.0,75.4,0.0,0,0,0.0,30,68,53,80,40
67180,67,Haguenau,36070,3.14,1,13.0,116.3,11.81,426,3,8.32,95,183,130,90,221
67181,67,Handschuheim,278,0.0,0,0.0,29.2,0.0,0,0,0.0,28,68,53,80,23
67182,67,Hangenbieten,1788,0.0,0,4.0,392.6,0.0,0,0,0.0,36,68,53,80,155
67183,67,Harskirchen,894,0.0,0,4.0,19.2,0.0,0,0,0.0,31,68,53,80,25
67184,67,Hatten,1923,0.0,0,5.0,27.6,0.0,0,0,0.0,36,68,53,80,29
67185,67,Hattmatt,627,0.0,0,0.0,76.3,0.0,0,0,0.0,25,68,53,80,40
67186,67,Hegeney,435,0.0,0,0.0,24.2,0.0,0,0,0.0,26,68,53,80,22
67187,67,Heidolsheim,572,0.0,0,0.0,21.1,0.0,0,0,0.0,29,68,53,80,21
67188,67,Heiligenberg,695,0.0,0,0.0,8.6,0.0,0,0,0.0,30,68,53,80,16
67189,67,Heiligenstein,927,0.0,0,0.0,30.9,0.0,0,0,0.0,31,68,53,80,24
67190,67,Hengwiller,196,0.0,0,0.0,70.8,0.0,0,0,0.0,17,68,53,80,38
67191,67,Herbitzheim,1835,0.0,0,1.0,16.7,0.0,0,0,0.0,33,68,53,80,20
67192,67,Herbsheim,963,0.0,0,3.0,23.2,0.0,0,0,0.0,32,68,53,80,25
67194,67,Herrlisheim,4701,0.0,0,3.0,17.3,0.0,0,0,0.0,32,68,53,80,23
67195,67,Hessenheim,614,0.0,0,0.0,21.1,0.0,0,0,0.0,21,68,53,80,21
67196,67,Hilsenheim,2615,0.0,0,1.0,21.1,0.0,0,0,0.0,37,68,53,80,22
67197,67,Hindisheim,1552,0.0,0,0.0,32.8,0.0,0,0,0.0,29,68,53,80,25
67198,67,Hinsbourg,117,0.0,0,0.0,32.9,0.0,0,0,0.0,10,68,53,80,25
67199,67,Hinsingen,79,0.0,0,0.0,18.9,0.0,0,0,0.0,14,68,53,80,20
67200,67,Hipsheim,1014,0.0,0,0.0,21.4,0.0,0,0,0.0,29,68,53,80,21
67201,67,Hirschland,294,0.0,0,0.0,17.5,0.0,0,0,0.0,19,68,53,80,19
67202,67,Hochfelden,4039,0.0,0,6.0,48.3,0.0,0,0,0.0,39,68,53,80,38
67203,67,Hochstett,421,0.0,0,0.0,12.2,0.0,0,0,0.0,22,68,53,80,18
67204,67,Hœnheim,11413,0.0,0,19.0,427.7,0.0,0,0,0.0,69,68,53,80,187
67205,67,Hœrdt,4557,0.0,0,4.0,74.0,0.0,0,0,0.0,46,68,53,80,44
67206,67,Hoffen,1141,0.0,0,0.0,27.6,0.0,0,0,0.0,28,68,53,80,23
67208,67,Hohengœft,538,0.0,0,10.0,69.8,0.0,0,0,0.0,14,68,53,80,51
67209,67,Hohfrankenheim,275,0.0,0,0.0,33.6,0.0,0,0,0.0,23,68,53,80,25
67210,67,Le Hohwald,512,0.0,0,0.0,30.9,0.0,0,0,0.0,31,68,53,80,24
67212,67,Holtzheim,3890,0.0,0,10.0,419.7,0.0,0,0,0.0,37,68,53,80,173
67213,67,Hunspach,625,0.0,0,0.0,110.2,0.0,0,0,0.0,28,68,53,80,52
67214,67,Hurtigheim,1002,0.0,0,0.0,20.8,0.0,0,0,0.0,29,68,53,80,21
67215,67,Huttendorf,491,0.0,0,1.0,15.9,0.0,0,0,0.0,26,68,53,80,20
67216,67,Huttenheim,2694,0.0,0,5.0,19.2,0.0,0,0,0.0,45,68,53,80,27
67217,67,Ichtratzheim,389,0.0,0,0.0,18.5,0.0,0,0,0.0,24,68,53,80,20
67218,67,Illkirch-Graffenstaden,27339,8.59,1,23.0,504.1,0.0,0,0,0.0,121,94,73,94,244
67220,67,Ingenheim,375,0.0,0,0.0,34.5,0.0,0,0,0.0,27,68,53,80,25
67221,67,Ingolsheim,361,0.0,0,0.0,110.2,0.0,0,0,0.0,24,68,53,80,52
67222,67,Ingwiller,3993,0.0,0,3.0,31.1,0.0,0,1,25.04,57,68,254,80,28
67223,67,Innenheim,1240,0.0,0,0.0,25.5,0.0,0,0,0.0,29,68,53,80,22
67225,67,Issenhausen,108,0.0,0,0.0,35.8,0.0,0,0,0.0,12,68,53,80,26
67226,67,Ittenheim,2081,0.0,0,3.0,26.8,0.0,0,0,0.0,41,68,53,80,27
67227,67,Itterswiller,218,0.0,0,0.0,31.1,0.0,0,0,0.0,26,68,53,80,24
67228,67,Neugartheim-Ittlenheim,785,0.0,0,2.0,28.1,0.0,0,0,0.0,29,68,53,80,26
67229,67,Jetterswiller,187,0.0,0,0.0,54.3,0.0,0,0,0.0,13,68,53,80,32
67230,67,Kaltenhouse,2443,0.0,0,2.0,13.7,0.0,0,0,0.0,33,114,53,128,70
67231,67,Kauffenheim,219,0.0,0,0.0,12.1,0.0,0,0,0.0,9,68,53,80,17
67232,67,Keffenach,204,0.0,0,0.0,27.6,0.0,0,0,0.0,17,68,53,80,23
67233,67,Kertzfeld,1222,0.0,0,0.0,23.7,0.0,0,0,0.0,30,68,53,80,22
67234,67,Keskastel,1486,0.0,0,1.0,35.6,0.0,0,0,0.0,36,68,53,80,27
67235,67,Kesseldorf,450,0.0,0,0.0,114.7,0.0,0,0,0.0,27,68,53,80,53
67236,67,Kienheim,540,0.0,0,0.0,24.3,0.0,0,0,0.0,24,68,53,80,22
67237,67,Kilstett,2548,0.0,0,0.0,21.2,0.0,0,0,0.0,49,68,53,80,21
67238,67,Kindwiller,648,0.0,0,0.0,12.2,0.0,0,0,0.0,18,68,53,80,18
67239,67,Kintzheim,1691,0.0,0,1.0,19.2,0.0,0,0,0.0,33,68,53,80,21
67240,67,Kirchheim,697,0.0,0,0.0,56.0,0.0,0,0,0.0,29,68,53,80,33
67241,67,Kirrberg,156,0.0,0,6.0,12.5,0.0,0,0,0.0,23,68,53,80,26
67242,67,Kirrwiller,535,0.0,0,0.0,32.5,0.0,0,0,0.0,259,276,53,80,25
67244,67,Kleingœft,159,0.0,0,0.0,75.3,0.0,0,0,0.0,24,68,53,80,39
67245,67,Knœrsheim,187,0.0,0,7.0,54.9,0.0,0,0,0.0,10,68,53,80,42
67246,67,Kogenheim,1206,0.0,0,9.0,31.9,0.0,0,0,0.0,32,68,53,80,36
67247,67,Kolbsheim,997,0.0,0,2.0,388.5,0.0,0,0,0.0,155,68,53,80,151
67248,67,Krautergersheim,1767,0.0,0,0.0,25.1,0.0,0,0,0.0,40,68,53,80,22
67249,67,Krautwiller,225,0.0,0,0.0,12.2,0.0,0,0,0.0,26,68,53,80,18
67250,67,Kriegsheim,776,0.0,0,0.0,12.2,0.0,0,0,0.0,31,68,53,80,18
67252,67,Kurtzenhouse,1087,0.0,0,0.0,22.0,0.0,0,0,0.0,31,68,53,80,21
67253,67,Kuttolsheim,651,0.0,0,0.0,23.6,0.0,0,0,0.0,26,68,53,80,21
67254,67,Kutzenhausen,924,0.0,0,0.0,28.6,0.0,0,0,0.0,22,68,53,80,23
67255,67,Lalaye,491,0.0,0,0.0,158.6,0.0,0,0,0.0,28,68,53,80,68
67256,67,Lampertheim,3475,0.0,0,6.0,413.3,0.0,0,0,0.0,82,68,53,114,165
67257,67,Lampertsloch,695,0.0,0,1.0,24.2,0.0,0,0,0.0,24,68,53,80,23
67258,67,Landersheim,191,0.0,0,0.0,76.3,0.0,0,0,0.0,14,68,53,80,40
67259,67,Langensoultzbach,910,0.0,0,6.0,29.0,0.0,0,0,0.0,29,68,53,80,31
67260,67,Laubach,313,0.0,0,0.0,24.2,0.0,0,0,0.0,11,68,53,80,22
67261,67,Lauterbourg,2336,0.0,0,19.0,114.7,0.0,0,0,0.0,39,68,53,80,78
67263,67,Lembach,1510,0.0,0,0.0,26.3,0.0,0,0,0.0,30,68,53,80,22
67264,67,Leutenheim,832,0.0,0,0.0,47.2,0.0,0,0,0.0,22,68,53,80,30
67265,67,Lichtenberg,531,0.0,0,0.0,30.1,0.0,0,0,0.0,29,68,53,80,24
67266,67,Limersheim,683,0.0,0,0.0,22.4,0.0,0,0,0.0,30,68,53,80,21
67267,67,Lingolsheim,20683,3.37,1,20.0,439.7,0.0,0,0,0.0,75,93,74,95,201
67268,67,Lipsheim,2692,0.0,0,4.0,388.5,0.0,0,0,0.0,41,68,53,80,154
67269,67,Littenheim,298,0.0,0,0.0,77.9,0.0,0,0,0.0,20,68,53,80,40
67270,67,Lixhausen,363,0.0,0,0.0,42.5,0.0,0,0,0.0,32,68,53,80,28
67271,67,Lobsann,660,0.0,0,0.0,24.2,0.0,0,0,0.0,26,68,53,80,22
67272,67,Lochwiller,388,0.0,0,0.0,70.5,0.0,0,0,0.0,32,68,53,80,38
67273,67,Lohr,468,0.0,0,0.0,32.0,0.0,0,0,0.0,28,68,53,80,24
67274,67,Lorentzen,230,0.0,0,4.0,14.1,0.0,0,0,0.0,28,68,53,80,23
67275,67,Lupstein,826,0.0,0,0.0,87.2,0.0,0,0,0.0,30,68,53,80,44
67276,67,Lutzelhouse,1921,0.0,0,2.0,87.1,0.0,0,0,0.0,34,68,53,80,46
67277,67,Mackenheim,771,0.0,0,0.0,21.1,0.0,0,0,0.0,29,68,53,80,21
67278,67,Mackwiller,525,0.0,0,0.0,15.1,0.0,0,0,0.0,31,68,53,80,19
67279,67,Maennolsheim,239,0.0,0,0.0,75.0,0.0,0,0,0.0,18,68,53,80,39
67280,67,Maisonsgoutte,792,0.0,0,0.0,172.9,0.0,0,0,0.0,28,68,53,80,73
67281,67,Marckolsheim,4384,0.0,0,13.0,118.9,0.0,0,0,0.0,54,68,53,80,72
67282,67,Marlenheim,4200,0.0,0,3.0,82.1,0.0,0,0,0.0,101,95,92,108,46
67283,67,Marmoutier,2703,0.0,0,6.0,80.6,0.0,0,0,0.0,49,68,53,80,49
67285,67,Matzenheim,1504,0.0,0,2.0,23.8,0.0,0,0,0.0,33,68,53,80,24
67286,67,Meistratzheim,1537,0.0,0,3.0,26.0,0.0,0,0,0.0,35,68,53,80,26
67287,67,Melsheim,559,0.0,0,0.0,33.6,0.0,0,0,0.0,20,68,53,80,25
67288,67,Memmelshoffen,319,0.0,0,0.0,34.2,0.0,0,0,0.0,19,68,53,80,25
67289,67,Menchhoffen,610,0.0,0,0.0,33.2,0.0,0,0,0.0,235,68,53,80,25
67290,67,Merkwiller-Pechelbronn,923,0.0,0,0.0,26.0,0.0,0,0,0.0,30,68,53,80,22
