departement,commune,code postal,adresse,nom,COG,validation,latitude,longitude,confidenceCoordinates
67,Strasbourg,67000,13 Rue Périgueux 67000 Strasbourg,Mosquée,67482,exact_match,48.6140696,7.7500983,0.9
67,Strasbourg,67000,Rue Soultz 67000 Strasbourg,Salle de prière foyer,67482,exact_match,48.5645242024609,7.77834870924921,0.9
67,Strasbourg,67000,Rue Nationale Bischheim 67000 Strasbourg,Mosquée,67482,exact_match,48.6149592194386,7.75524975630989,0.3
67,Strasbourg,67000,3 Quai de Murhof 67000 Strasbourg,Mosquée,67482,exact_match,48.575162,7.752512,0.133333333333333
67,Strasbourg,67000,"8, boulevard Le Blois - 67000 STRASBOURG",Mosquée,67482,exact_match,48.570721,7.758374,0.25
67,Strasbourg,67000,"15, rue Ballersdorf - 67000 STRASBOURG",Mosquée,67482,exact_match,48.570721,7.758374,0.25
67,Strasbourg,67200,Place Byron - 67200 STRASBOURG,Mosquée,67482,exact_match,48.59538,7.69729,0.9
67,Strasbourg,67000,13 Rue Reregueux Neuhof - 67000 STRASBOURG,Salle de prière,67482,exact_match,48.570721,7.758374,0.05
67,Wissembourg,67160,"1, impasse Roses - 67160 WISSEMBOURG",Mosquée,67544,exact_match,49.0359334,7.9499569,0.9
68,Cernay,68700,24 Rue du 8 Mai 1945 68700 Cernay,Mosquée OMAR,68063,exact_match,47.7984318737473,7.17374192641492,0.4
68,Colmar,68000,62 rue des Papetteries - 68000 COLMAR,Mosquée de la Communauté Islamique du Milli-Gorus,68066,exact_match,48.092597,7.35317,1
68,Colmar,68000,9 Avenue de Paris - 68000 COLMAR,Mosquée El-Amal,68066,exact_match,48.077886,7.333203,1
68,Colmar,68000,16 rue des Mésanges - 68000 COLMAR,Mosquée En-Nasaha,68066,exact_match,48.086302,7.3286477,1
68,Colmar,68000,Avenue de l'Europe - 68000 COLMAR,Mosquée de Colmar,68066,exact_match,48.0793451923032,7.32938315188724,1
68,Ensisheim,68190,"4, rue Marronniers - 68190 ENSISHEIM",Mosquée,68082,exact_match,47.8708982,7.3415974,0.9
68,Guebwiller,68500,"8, rue du Général de Gaulle - 68500 GUEBWILLER",Mosquée de Guebwiller,68112,exact_match,47.909209,7.214986,1
68,Illzach,68110,rue des Vosges - 68110 ILLZACH,Mosquée D'Illzach,68154,exact_match,47.77889060246,7.3557772679036,1
68,Illzach,68110,39 Rue de Pfastatt - 68110 ILLZACH,Mosquée Al Houda,68154,exact_match,47.7808211231405,7.3432540113711,0.5
68,Illzach,68110,Résidence le Hêtre Bât B  - 68110 ILLZACH,Mosquée Ali Ibn Abi Taleb,68154,exact_match,47.77862045,7.34912160473436,0.5
68,Kingersheim,68260,Rue du Béarn - 68260 KINGERSHEIM,Mosquée Tawhid,68166,exact_match,47.7921979685753,7.32230739071174,1
68,Mulhouse,68200,39 Rue de la 4ème Division Marocaine de Montagne - 68200 MULHOUSE,Mosquée As Salam,68224,exact_match,47.757407,7.332144,1
68,Mulhouse,68100,"4, rue des Hirondelles - 68100 MULHOUSE",Mosquée,68224,exact_match,47.758106,7.3332495,1
68,Mulhouse,68200,4 rue Henri Schwartz - 68200 MULHOUSE,Mosquée Centre Clémence,68224,exact_match,47.758249,7.3247564,1
68,Mulhouse,68200,"14, rue Jules Verne - 68200 MULHOUSE",Mosquée de Dornach,68224,exact_match,47.7307915,7.29797991504854,1
68,Mulhouse,68200,69 rue Pierre Brossolette - 68200  MULHOUSE,Mosquée Qoba,68224,exact_match,47.7732252,7.3334149,1
68,Mulhouse,68200,226 avenue Josué Hofer - 68200 MULHOUSE,Mosquée Turque,68224,exact_match,47.7609782,7.3242794,1
68,Mulhouse,68100,178 rue d'Ilzach - 68100 MULHOUSE,Mosquée Annour,68224,exact_match,47.762616,7.350572,0.8
68,Mulhouse,68100,"12, rue de la Rochelle Bourtzwiller - 68100 MULHOUSE",Mosquée Bilal,68224,exact_match,47.748239,7.339967,0.625
68,Mulhouse,68100,42 Rue Schwilgué 68100 Mulhouse,Mosquée EN-NASR,68224,exact_match,47.749831,7.3265112,1
68,Mulhouse,68100,Rue Anna Schoen 68100 Mulhouse,Mosquée Soniké,68224,exact_match,47.7564607191946,7.32610269198033,1
68,Mulhouse,68100,39 Rue de la 4ème DMM - 68100 MULHOUSE,Mosquée As Salam,68224,exact_match,47.750059,7.330118,0.25
68,Mulhouse,68100,"79, avenue Charles De Gaulles - 68100 MULHOUSE",Mosquée,68224,exact_match,47.750059,7.330118,0.25
68,Rixheim,68170,"4, rue Jean Jaurès - 68170  RIXHEIM",Mosquée de Rixheim,68278,exact_match,47.7654763,7.3931057,1
68,Rouffach,68250,50 rue Raymond Poincarré - 68250 ROUFFACH,Mosquée de Rouffach,68287,exact_match,47.958439,7.296227,1
68,Saint-Louis,68300,42 Rue de Mulhouse - 68300 SAINT-LOUIS,Mosquée Saint-Louis,68297,exact_match,47.5879503,7.5609163,1
68,Saint-Louis,68300,"7, rue des fleurs - 68300 SAINT-LOUIS",Mosquée Nouvel Horizon,68297,exact_match,47.5926893,7.559364,1
68,Saint-Louis,68300,9 Rue Théo Bachmann - 68300 SAINT-LOUIS,Mosquée Es salam,68297,exact_match,47.5874883,7.5598892,0.75
68,Sainte-Marie-aux-Mines,68160,10 rue wilson - 68160 SAINTE MARIE AUX MINES,Mosquée AS SALAM,68298,exact_match,48.2509065,7.1904462,1
68,Sainte-Marie-aux-Mines,68160,"19, rue Général Vandenberg - 68160 SAINTE MARIE AUX MINES",Mosquée,68298,exact_match,48.246185,7.184488,0.9
68,Soultz-Haut-Rhin,68360,"9, Place du 17 Novembre - 68360 SOULTZ HAUT RHIN",Mosquée,68315,exact_match,47.883542,7.23155,1
68,Thann,68000,Avenue des Marocains 68000 Thann,Mosquée Al Hijra,68334,exact_match,47.804428,7.106004,0.5
68,Wittelsheim,68310,"Allée de la Zorne, 68310 Wittelsheim",Mosquée de Wittelsheim,68375,exact_match,47.812786,7.237755,0.428571428571429
68,Wittenheim,68270,"1, rue du Markstein - 68270 WITTENHEIM",Mosquée Ar Rahma,68376,exact_match,47.8122561,7.3308907,1
68,Wittenheim,68270,"14 Rue du Rossberg, 68270 Wittenheim",Mosquée,68376,exact_match,47.810303,7.324247,0.25
69,L'Arbresle,69210,33 bis gabrielle peri - 69210 L'ARBRESLE,Mosquee de l'Arbresle (ACCA),69010,exact_match,45.83324,4.613982,1
69,Belleville,69220,"6, rue Pidancet - 69220 BELLEVILLE",Mosquée EN-NOUR,69019,exact_match,46.1101949,4.7499322,1
69,Brignais,69530,40 Rue Paul Bovier-Lapierre - 69530 BRIGNAIS,Association Islamique de Brignais Abou Bakr,69027,exact_match,45.6696005,4.7596964,1
69,Bron,69500,"150, avenue Saint-Exupéry - 69500 BRON",Mosquée,69029,exact_match,45.7272319,4.9083958,1
69,Bron,69500,51 Rue Philippe Goy - 69500 BRON,Mosquée Omar,69029,exact_match,45.7282244,4.9144532,1
69,Bron,69500,46 rue marcel bramet - 69500 BRON,mosquée de Bron Teraillon,69029,exact_match,45.7436405412813,4.92332770173859,0.5
69,Caluire-et-Cuire,69300,90 Grande Rue de Saint-Clair - 69300 CALUIRE-ET-CUIRE,Mosquée miribel,69034,exact_match,45.7889478,4.85474788154496,1
69,Caluire-et-Cuire,69300,Montée de La Rochette - 69300 CALUIRE-ET-CUIRE,Mosquée El-Houda,69034,exact_match,45.7880576823164,4.82787890015815,1
69,Givors,69700,rue Honoré Pététin - 69700 GIVORS,Mosquée Khaled Ibn el Walid,69091,exact_match,45.5909806941408,4.77148906412987,1
69,Givors,69700,Rue Roger Salengro - 69700 GIVORS,Mosquée Turque de Givors,69091,exact_match,45.5834468261086,4.77212947717897,1
69,Givors,69700,Rue Romain Rolland - 69700 GIVORS,Association Iqra,69091,exact_match,45.6015168027718,4.76546941586407,1
69,Givors,69700,21 Rue Gambetta - 69700 GIVORS,Association de l'Unité Islamique,69091,exact_match,45.5815604,4.7766413,0.9
69,Givors,69700,39 rue Joseph Longarini - 69700 GIVORS,Mosquée,69091,exact_match,45.5850797054808,4.77290421352283,0.5
69,Lyon,69009,"5 Rue Maurice Béjart, - 69009 LYON",Grande Mosquée Attawba,69123,exact_match,45.7882929,4.7930929,1
69,Lyon,69007,52 rue Rachais - 69007 LYON,Mosquée Garibaldi,69123,exact_match,45.7505927,4.8498999,1
69,Lyon,69007,64 Rue Clément Marot - 69007 LYON,Mosquée El-feth,69123,exact_match,45.7355229,4.8378703,1
69,Lyon,69007,137 Grande Rue de la Guillotière - 69007 LYON,Mosquée Wasila,69123,exact_match,45.7505324,4.8498128,1
69,Lyon,69007,31 rue camille roy - 69007 LYON,Mosquée  El-Oulfa,69123,exact_match,45.7457365,4.8502159,1
69,Lyon,69006,6 Rue Notre Dame - 69006 LYON,Mosquée Centre Tawhid,69123,exact_match,45.7660042,4.8679184,1
69,Lyon,69003,3 rue Carry - 69003 LYON,Mosquée Es-Salam,69123,exact_match,45.7543264,4.8718825,1
69,Lyon,69008,146 Boulevard Pinel - 69008 LYON,Grande Mosquée de Lyon,69123,exact_match,45.7369276,4.8906426,1
69,Lyon,69230,Bd de la Croix Rouge  - 69230 LYON,Salle de prière,69123,exact_match,45.6993699649785,4.78288100239015,1
69,Lyon,69009,84 avenue Sidoine Apollinaire - 69009 LYON,Mosquée Kouba,69123,exact_match,45.7672173,4.7974319,1
69,Lyon,69008,21 Rue Genton - 69008 LYON,Mosquée En-Nour,69123,exact_match,45.7338653,4.8847492,1
69,Lyon,69008,Passage Comtois - 69008 LYON,Mosquée Ahl Hadith,69123,exact_match,45.7304303850112,4.8768458354796,1
69,Lyon,69008,110 Avenue Paul Santy - 69008 LYON,Mosquée Al Fatiha,69123,exact_match,45.7292901,4.8756092,1
69,Lyon,69008,1 Rue Joseph Chalier - 69008 LYON,Mosquée En-nour,69123,exact_match,45.7289609,4.8844216,1
69,Lyon,69008,15 Rue Jules Froment - 69008 LYON,Mosquée El Houda,69123,exact_match,45.7279479,4.8856911,1
69,Lyon,69007,15 Rue Sébastien Gryphe - 69007 LYON,Mosquée Mossab Ibn Omaïr,69123,exact_match,45.7528546,4.8449706,1
69,Lyon,69005,21 Rue des Fossés de Trion - 69005 LYON,Association Culturelle Parents et Amis Elèves Musulmans,69123,exact_match,45.7563574,4.8121533,1
69,Lyon,69003,19 Rue Paul Bert - 69003 LYON,Association Islam,69123,exact_match,45.7558748,4.8448263,1
69,Lyon,69001,12 Rue Imbert Colomès - 69001 LYON,Association Islamique Croix Rousse Mosquée Kouba,69123,exact_match,45.7713582,4.8329764,1
69,Lyon,69009,"102 rue Saint-Cyr, - 69009 LYON",Mosquée Rawda,69123,exact_match,45.7867246,4.8083754,0.9
69,Lyon,69002,"63, rue Delandine - 69002 LYON",Mosquée de Perrache,69123,exact_match,45.7425723,4.8237852,0.9
69,Lyon,69008,51 rue jean sarraizin - 69008 LYON,Petit mosquée,69123,exact_match,45.731325,4.866806,0.8
69,Lyon,69007,8/10 rue Paul Massimi - 69007 GERLAND,Mosquée Imam Malik-Gerland,69123,mapped_to_Lyon,45.738034076461,4.84258358116728,0.5
69,Lyon,69000,9 Montée Lieutenant Allouche 69000 Lyon,Salle de prière,69123,exact_match,45.772578,4.829414,1
69,Lyon,69009,51 Rue Philippe Gonnard 69009 Lyon,Mosque Omar,69123,exact_match,45.7696562561995,4.81832819434216,0.5
69,Monsols,69860,rue du Haut Beaujolais - 69860 MONSOLS,Mosquée,69135,exact_match,46.2209265980725,4.51492143438438,1
69,Neuville-sur-Saône,69250,avenue auguste wissel - 69250 NEUVILLE SUR SAONE,Mosquée Bilal,69143,exact_match,45.883262527358,4.84872972864723,1
69,Oullins-Pierre-Bénite,69310,164 Rue des Martyrs de la Libération - 69310 PIERRE-BÉNITE,Mosquee as-Sunnah - Association Musulmane de Pierre Bénite,69149,validation manuelle,45.6998404,4.8248427,1
69,Oullins,69600,2 rue Baudin - 69600 OULLINS,Association d'Orientation Islamique,69149,exact_match,45.7168419,4.8195725,0.9
69,Saint-Fons,69190,7 Rue Claudius Thirard - 69190 SAINT-FONS,Mosquée Bilal,69199,exact_match,45.708737,4.859544,0.666666666666667
69,Saint-Fons,69190,2 Impasse Politzer 69190 Saint-Fons,Mosquée,69199,exact_match,45.7055419337057,4.85586820058306,0.2205
69,Saint-Genis-Laval,69230,1 bis chemin des platanes - 69230 SAINT-GENIS-LAVAL,Mosquée de Saint-Genis-Laval,69204,exact_match,45.692495,4.810765,1
69,Tarare,69170,Rue Emile Zola - 69170 TARARE,Association pour la Connaissance de l'Islam,69243,exact_match,45.896069811682,4.43329278549502,1
69,Thizy-les-Bourgs,69240,"4, rue saint-Roch - 69240 BOURG DE THIZY",Association El-Fath,69248,validation manuelle,46.0319886,4.3060292,1
69,Vaulx-en-Velin,69120,"2, chemin de la Rize - 69120 VAULX EN VELIN",Mosquée,69256,exact_match,45.7712194,4.9087446,1
69,Vaulx-en-Velin,69120,"5, rue Garibaldi - 69120 VAULX EN VELIN",Mosquée,69256,exact_match,45.767585,4.930428,1
69,Vaulx-en-Velin,69120,Chemin Albert Camus - 69120 VAULX-EN-VELIN,Mosquée Billal,69256,exact_match,45.7763766698708,4.9253801560349,1
69,Vaulx-en-Velin,69120,63 Route de Genas - 69120 VAULX-EN-VELIN,Mosquée De Vaulx En Velin,69256,exact_match,45.7466381,4.9253114,1
69,Vaulx-en-Velin,69120,Chemin des Echarmeaux - 69120 VAULX-EN-VELIN,OKba Ibn Nafee,69256,exact_match,45.778078,4.925214,0.5
69,Vénissieux,69200,28 Chemin du Grand Chassagnon - 69200 VÉNISSIEUX,Mosquée  Association Es Salem,69259,exact_match,45.7016011,4.863339,1
69,Vénissieux,69200,Rue Claude Debussy - 69200 VÉNISSIEUX,Mosquée Salam,69259,exact_match,45.698774734976,4.87359877734381,1
69,Vénissieux,69200,63 Boulevard Lénine - 69200 VÉNISSIEUX,Mosquée Abou Bakr,69259,exact_match,45.6928288,4.8667336,1
69,Vénissieux,69200,6 Rue Vladimir Komarov - 69200 VÉNISSIEUX,Mosquée Bilal,69259,exact_match,45.6910968,4.8739269,1
69,Vénissieux,69200,"27, rue des Frères Amadéo - 69200 VENISSIEUX",Mosquée,69259,exact_match,45.7117478,4.8904719,0.6561
69,Vénissieux,69200,1113 avenue de la republique  - 69200 VÉNISSIEUX,Salle de priére PSM,69259,exact_match,45.7071875240888,4.87035656697805,0.5
69,Vénissieux,69200,10 Rue Gaston Monmousseau - 69200 VÉNISSIEUX,Mosquée,69259,exact_match,45.6962287291312,4.87868118756782,0.5
69,Vénissieux,69200,1 Rue Louis Armstrong 69200 Vénissieux,Mosquée Et-Tawba,69259,exact_match,45.722942,4.874351,0.222222222222222
69,Vénissieux,69200,Rue du Président Salvador Allende 69200 Vénissieux,Mosquée Es-Sunna,69259,exact_match,45.695796,4.895877,0.9
69,Villefranche-sur-Saône,69400,"79, rue Hector Berlioz - 69400 VILLEFRANCHE SUR SAONE",Mosquée,69264,exact_match,45.9801827,4.7219788,1
69,Villefranche-sur-Saône,69400,"692, route de Riottier - 69400 VILLEFRANCHE SUR SAONE",Mosquée Kuba,69264,exact_match,45.9817157,4.7282208,1
69,Villefranche-sur-Saône,69400,Rue Gabriel Voisin - 69400 VILLEFRANCHE-SUR-SAÔNE,Mosquée At-Taqwa,69264,exact_match,45.9792217385027,4.7421470017339,1
69,Villefranche-sur-Saône,69400,249 Rue de la Quarantaine - 69400 VILLEFRANCHE-SUR-SAÔNE,Association d'Orientation Islamique,69264,exact_match,45.9892357,4.7248736,0.75
69,Villeurbanne,69100,Rue Octavie - 69100 VILLEURBANNE,Mosquée Otthmane,69266,exact_match,45.7804630112055,4.88815249528439,1
69,Villeurbanne,69100,22 Rue du Marais - 69100 VILLEURBANNE,Mosquée Abou Dar El-Ghifari,69266,exact_match,45.783799,4.900904,1
69,Villeurbanne,69100,41 Allée du Mens - 69100 VILLEURBANNE,Association Savoir,69266,exact_match,45.7803097,4.9059434,1
69,Villeurbanne,69100,181 Rue Francis de Pressensé - 69100 VILLEURBANNE,Foyer pressense,69266,exact_match,45.7712977,4.8857772,1
69,Villeurbanne,69100,2 Rue Pascal - 69100 VILLEURBANNE,Salle de prière,69266,exact_match,45.7630604,4.8755966,1
69,Villeurbanne,69100,11 Rue de la Baïsse - 69100 VILLEURBANNE,Foyer Baïsse,69266,exact_match,45.7628437,4.8933355,1
69,Villeurbanne,69100,191 Rue Léon Blum - 69100 VILLEURBANNE,Salle de prière Léon Blum,69266,exact_match,45.7611045,4.9079663,1
69,Villeurbanne,69100,72 Rue Nicolas Garnier - 69100 VILLEURBANNE,Salle de prière Garnier,69266,exact_match,45.7545311,4.9171467,1
69,Villeurbanne,69100,17 Rue de Songieu - 69100 VILLEURBANNE,Centre Culturel Islamique Errhamah,69266,exact_match,45.768805,4.875085,0.9
69,Villeurbanne,69100,72 Rue du 8 Mai 1945 - 69100 VILLEURBANNE,Asociation turque,69266,exact_match,45.7770629,4.8922851,0.833333333333333
69,Villeurbanne,69100,167 Avenue Paul Kruger - 69100 VILLEURBANNE,Salle de prière Kruger,69266,exact_match,45.7551962096224,4.89901361602664,0.5
69,Villeurbanne,69006,3 Rue Millon 69006 Villeurbanne,Association Culturelle Turque de Lyon,69266,exact_match,45.7674918,4.8665276,1
69,Chassieu,69680,60 Rue de la République - 69680 CHASSIEU,Association Culturelle et Educative,69271,exact_match,45.7435807,4.9723108,1
69,Décines-Charpieu,69150,9 Rue de Sully - 69150 DÉCINES-CHARPIEU,Mosquée Ar-Rahmane,69275,exact_match,45.7698852248173,4.97546882817423,0.5
69,Feyzin,69320,4 Bis Rue De La Balme - 69320 FEYZIN,Mosquée Dar Essalam,69276,exact_match,45.663813,4.853852,1
69,Meyzieu,69330,131 rue de la Republique - 69330 MEYZIEU,Mosquée de Meyzieu,69282,exact_match,45.7652899,5.0101475,1
69,Meyzieu,69330,"5, impasse de Limoges - 69330 MEYZIEU",Mosquée,69282,exact_match,45.7625173,5.0084014,1
69,Rillieux-la-Pape,69140,"2, Bd. de Lattre De Tassigny - 69140 RILLIEUX LA PAPE",Mosquée,69286,exact_match,45.8135476,4.9041642,1
69,Rillieux-la-Pape,69140,5 Rue du Bottet - 69140 RILLIEUX-LA-PAPE,Mosquée Sounna,69286,exact_match,45.819117,4.9028105,1
69,Rillieux-la-Pape,69140,Montée de la castellane - 69140 RILLIEUX-LA-PAPE,Grande Mosquée de Rillieux - Essalam,69286,exact_match,45.8084966,4.8986408,0.81
69,Saint-Priest,69800,boulevard edouard herriot - 69800 SAINT-PRIEST,Salle de priére bilal,69290,exact_match,45.6938854286341,4.93358661601597,1
69,Saint-Priest,69800,7 rue beauséjour - 69800 SAINT-PRIEST,Mosquée de Beauséjour,69290,exact_match,45.7037185,4.9452921,1
69,Saint-Priest,69800,21 rue des lys - 69800 SAINT-PRIEST,Mosquée An Nassr,69290,exact_match,45.6864199,4.9353138,1
69,Colombier-Saugnieu,69125,Aéroport de Lyon  - 69125 COLOMBIER-SAUGNIEU,Salle de prière Saint Exupéry (Aéroport),69299,exact_match,45.71782426,5.07703858,0.5
70,Corbenay,70320,"134, avenue Albert Thomas - 70320 CORBENAY",Mosquée,70171,exact_match,47.881477,6.29119,1
70,Gray,70100,"55, avenue de Lattre de Tassigny - 70100 GRAY",Mosquée,70279,exact_match,47.4320824,5.5942397,0.81
70,Gray,70100,3 rue de Bourgogne - 70100 GRAY,Mosquée de GRAY,70279,exact_match,47.4310971,5.5929556,0.75
70,Héricourt,70400,26 Avenue du Mont Vaudois - 70400 HERICOURT,Mosquée,70285,exact_match,47.5801636,6.7586137,1
70,Héricourt,70400,"10, rue Frères Lumières - 70400 HERICOURT",Mosquée,70285,exact_match,47.583201,6.765366,0.9
70,Lure,70200,"7, rue Jean Moulin - 70200 LURE",Mosquée,70310,exact_match,47.6875672,6.5059296,1
70,Lure,70200,"65, rue Carnot - 70200 LURE",Mosquée Qoba,70310,exact_match,47.6788112,6.502645,1
70,Luxeuil-les-Bains,70300,"3, allée des Libellés - 70300 LUXEUIL LES BAINS",Mosquée,70311,exact_match,47.818214,6.363577,1
70,Luxeuil-les-Bains,70300,"47, rue Edouard Herriot - 70300 LUXEUIL LES BAINS",Mosquée,70311,exact_match,47.8102516,6.3825585,1
70,Saint-Loup-sur-Semouse,70800,"33, rue des Ballastières - 70800 SAINT LOUP SUR SEMOUSE",Mosquée,70467,exact_match,47.884798,6.287863,1
70,Vesoul,70000,2 Place Pascal 70000 Vesoul,Salle de priere,70550,exact_match,47.607064,6.165112,0.142857142857143
70,Vesoul,70000,"23 ou 34, rue du Général Juin - 70000 VESOUL",Mosquée Er-Rahmane,70550,exact_match,47.611178,6.159254,0.166666666666667
71,Autun,71400,2 Rue de Parpas - 71400 AUTUN,Mosquée,71014,exact_match,46.9522487,4.2927925,1
71,Autun,71400,rue du Faubourg saint-Andoche - 71400 AUTUN,Mosquée,71014,exact_match,46.9522097925158,4.29311597284418,1
71,Autun,71400,1 Rue du 11 Novembre 71400 Autun,Mosquée,71014,exact_match,46.9521323905798,4.28697405800505,0.45
71,Autun,71400,9-27 Quartier Saint-Pantaléon 71400 Autun,Mosquée,71014,exact_match,46.953826,4.301512,0.25
71,Autun,71400,1 Rue du 8 Septembre 71400 Autun,Mosquée,71014,exact_match,46.958092,4.299093,1
71,Chalon-sur-Saône,71100,"2, rue Martin Luther King - 71100 CHALON SUR SAONE",Mosquée,71076,exact_match,46.7685102,4.8236991,1
71,Chalon-sur-Saône,71100,"13, rue de Bourgogne - 71100 CHALON SUR SAONE",Mosquée Es-Salam,71076,exact_match,46.7905781,4.8392105,1
71,Chalon-sur-Saône,71100,13 Rue de Bourgogne - 71100 CHALON-SUR-SAÔNE,Mosquée Association Essalam,71076,exact_match,46.7905781,4.8392105,1
71,Chalon-sur-Saône,71100,4 Rue Edgard Quinet 71100 Chalon-sur-Saône,Mosquée El-Fath,71076,exact_match,46.765951,4.818191,0.25
71,Champforgeuil,71530,6 Rue Sadi Carnot et L J Thénard - 71530 CHAMPFORGEUIL,Mosquée Association Turque,71081,exact_match,46.816136,4.846092,0.63
71,Le Creusot,71200,"47, avenue de la République - 71200 LE CREUSOT",Mosquée,71153,exact_match,46.7981028,4.4473988,1
71,Le Creusot,71200,"71, rue des Riaux - 71200 LE CREUSOT",Mosquée,71153,exact_match,46.8071433,4.406398,1
71,Le Creusot,71200,"21, rue de Brassac - 71200 LE CREUSOT",Mosquée,71153,exact_match,46.8013763,4.4539808,1
71,Digoin,71160,rue Victor Hugo - 71160 DIGOIN,Mosquée,71176,exact_match,46.4950326433633,4.00492706830399,1
71,Gueugnon,71130,"3, rue de Vesvres - 71130 GUEUGNON",Mosquée,71230,exact_match,46.601381,4.055288,0.25
71,Gueugnon,71130,"228,rue du Pignon-Blanc - 71130 GUEUGNON",Mosquée,71230,exact_match,46.601381,4.055288,0.25
71,Mâcon,71000,"152, rue Olivier de Serres - 71000 MACON",Mosquée,71270,exact_match,46.2942369,4.8160494,1
71,Mâcon,71000,"70, rue Frédéric Mistral - 71000 MACON",Mosquée,71270,exact_match,46.2923957,4.810598,1
71,Montceau-les-Mines,71300,"15, rue du Bois Clair - 71300 MONTCEAU LES MINES",Mosquée,71306,exact_match,46.6942165,4.3656695,1
71,Montceau-les-Mines,71300,"29, rue de Mãcon - 71300 MONTCEAU LES MINES",Mosquée,71306,exact_match,46.6727034,4.3770986,1
71,Montchanin,71210,"25, rue de Macon - 71210 MONTCHANIN",Mosquée,71310,exact_match,46.7462185,4.4729663,1
71,Torcy,71210,Champs Batard - 71210 TORCY,Mosquée,71540,exact_match,46.76513,4.44087,0.5
72,Allonnes,72700,rue Georges Bizet - 72700 ALLONNES,Mosquée,72003,exact_match,47.970650054941,0.164389949301908,1
72,Allonnes,72700,5 Rue Maurice Ravel - 72700 ALLONNES,Mosquée d'Allones,72003,exact_match,47.9701471697594,0.160826147191652,0.5
72,Champagné,72470,Rue Léopold Gouloumès - 72470 CHAMPAGNÉ,Mosquée El-Fath,72054,exact_match,48.0221911175749,0.331540680082993,1
72,Le Mans,72100,Rue de la Bertinière - 72100 LE MANS,Mosquée des sablons,72181,exact_match,47.9916518479186,0.209885255393753,1
72,Le Mans,72100,Allée Goya - 72100 LE MANS,Mosquée Salman El-Farissi,72181,exact_match,47.9753514772219,0.213369917556083,1
72,Le Mans,72000,15 Rue Raphaël 72000 Le Mans,Mosquée,72181,exact_match,48.022427799516,0.197359982014375,0.45
72,Le Mans,72000,17 Allée Gouillard 72000 Le Mans,Mosquée,72181,exact_match,47.992619,0.164824,0.333333333333333
72,Le Mans,72000,39 Rue Docteur Calmette 72000 Le Mans,Mosquée,72181,exact_match,47.9690042,0.2030085,0.9
72,Le Mans,72000,Avenue Rambrandt - 72000 LE MANS,Mosquée Du Mans,72181,exact_match,47.9742414872372,0.211516201534841,1
72,Le Mans,72000,124 Av Félix Guesneslay - 72000 LE MANS,Salle de prière,72181,exact_match,47.9787964,0.2083015,1
73,Aix-les-Bains,73100,Boulevard Lepic - 73100 AIX-LES-BAINS,Mosquée El-Houda,73008,exact_match,45.6928788568937,5.90114868367871,1
73,Aix-les-Bains,73100,"6, rue de la Fraternité - 73100 AIX LES BAINS",Mosquée,73008,exact_match,45.6921874,5.9080087,1
73,Aix-les-Bains,73100,Rue des Petits Pains - 73100 AIX-LES-BAINS,Association Musulmane d'Aix-les-Bains,73008,exact_match,45.7083846804484,5.91040986089325,1
73,Albertville,73200,"3, place Biguet - 73200 ALBERTVILLE",Mosquée,73011,exact_match,45.677487,6.386132,1
73,Albertville,73200,"57, av du Champ de Mars - 73200 ALBERTVILLE",Mosquée,73011,exact_match,45.662288,6.383801,1
73,Albertville,73200,"3, rue Suarez - 73200 ALBERTVILLE",Mosquée,73011,exact_match,45.677264,6.387875,1
73,Albertville,73200,"10, avenue Victor Hugo - 73200 ALBERTVILLE",Mosquée,73011,exact_match,45.6741126,6.3865745,0.75
73,Chambéry,73000,"9, suare Louis aragon - 73000 CHAMBÉRY",Salle de priére ANNOUR,73065,exact_match,45.598225,5.91931,1
73,Chambéry,73000,"157, rue du Bertillet - 73000 CHAMBERY",Mosquée,73065,exact_match,45.594347,5.917039,1
73,Chambéry,73000,Avenue Daniel Rops - 73000 CHAMBÉRY,Mosquée le solan,73065,exact_match,45.6067691480575,5.91130999499349,1
73,Chambéry,73000,197 Rue du Genevois - 73000 CHAMBÉRY,Mosquée Tawba,73065,exact_match,45.591049,5.921857,1
73,Chambéry,73000,515 Avenue des Landiers - 73000 CHAMBÉRY,Mosquée Al Warithine,73065,exact_match,45.588688,5.905324,1
73,Chambéry,73000,71 Rue d'Italie - 73000 CHAMBÉRY,Association Culturelle Mosquée de Chambéry,73065,exact_match,45.565525,5.925145,1
73,Chambéry,73000,"22, rue Faubourg Nezin - 73000 CHAMBERY",Mosquée,73065,exact_match,45.5678348807546,5.92381606226662,0.5
73,Chambéry,73000,rue des Sallins - 73000 CHAMBERY,Mosquée,73065,exact_match,45.5662672,5.9203636,0.5
73,Cognin,73160,Rue de l'épine - 73160 COGNIN,Mosquée ESF,73087,exact_match,45.5624341533478,5.89110098361247,1
73,Drumettaz-Clarafond,73420,"390, avenue du Golf - 73420 DRUMETTAZ CLARAFOND",Mosquée,73103,exact_match,45.66443005,5.90909313611111,1
73,Modane,73500,"28, avenue Jean Jaurès - 73500 MODANE",Mosquée,73157,exact_match,45.1957306,6.661729,1
73,Moûtiers,73600,Avenue des Belleville - 73600 MOÛTIERS,Mosquée Omar Ibn Al Khattab,73181,exact_match,45.483231,6.529229,1
73,Moûtiers,73600,190 Rue de la Condamine 73600 Moûtiers,Mosquée,73181,exact_match,45.476978,6.529037,0.2
