Type,Code,Français,Etrangers,Ensemble,Français de naissance,Français par acquisition,Portugais,Italiens,Espagnols,Autres nationalités de l'UE,Autres nationalités d'Europe,Algériens,Marocains,Tunisiens,Autres nationalités d'Afrique,Turcs,Autres nationalités
com-,76736,275,5,280,268.72,6.28,0.41,0.15,0.11,0.35,0.26,0.79,0.66,0.29,1.17,0.22,0.6
com-,4135,610,85,695,585.93,24.07,9.94,5.35,6.13,14.83,8.73,7.47,8.37,2.09,7.7,1.3,13.09
com-,90059,223,11,234,210.99,12.01,0.5,0.62,0.27,0.71,1.53,2.07,1.02,0.25,1.36,1.22,1.47
com-,24401,286,10,296,279.01,6.99,1.3,0.18,0.27,2.14,3.47,0.22,0.68,0.07,0.67,0.12,0.89
com-,67148,155,2,157,148.54,6.46,0.13,0.11,0.06,0.57,0.2,0.09,0.11,0.04,0.13,0.34,0.22
com-,7301,946,15,961,920.91,25.09,1.97,0.65,0.84,3.23,1.4,1.32,1.93,0.48,0.9,0.71,1.55
com-,80051,251,1,252,248.06,2.94,0.16,0.02,0.04,0.18,0.08,0.07,0.08,0.05,0.15,0.05,0.11
com-,17002,129,4,133,127,2,0.61,0.09,0.14,0.82,0.95,0.12,0.18,0.07,0.47,0.08,0.47
com-,71483,407,5,412,392.42,14.58,0.78,0.39,0.19,0.56,0.67,0.46,0.35,0.26,0.52,0.37,0.45
com-,24419,862,31,893,840.94,21.06,4.02,0.56,0.84,6.62,10.76,0.67,2.11,0.22,2.08,0.37,2.75
com-,54429,298,0,298,284.68,13.32,0,0,0,0,0,0,0,0,0,0,0
com-,88321,6403,410,6813,6247.71,155.29,55.93,21.27,8.87,56.4,61.15,26.12,29.91,11.07,41.84,50.51,46.93
com-,63233,936,41,977,907.46,28.54,14.46,1.48,1.77,4.51,3.42,2.45,2.4,0.7,3.45,2.53,3.84
com-,55239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
com-,81109,437,6,443,421.56,15.44,0.96,0.21,0.49,1.02,0.74,0.59,0.93,0.08,0.37,0.11,0.5
com-,6136,3560,247,3807,3361.58,198.42,31.74,45.32,6,43.46,32.16,13.27,9.52,28.84,13.69,1.36,21.63
com-,40040,389,13,402,378.66,10.34,4.61,0.35,1.57,1.97,1.16,0.24,0.84,0.13,0.95,0.03,1.15
com-,49178,876,8,884,864.16,11.84,0.96,0.24,0.26,1.59,0.99,0.3,0.57,0.24,1.4,0.26,1.19
com-,9221,236,12,248,225.74,10.26,1.73,0.26,1.2,2.06,1.92,0.55,1.21,0.12,1.25,0.05,1.66
com-,15207,336,1,337,332.43,3.57,0.1,0.01,0.02,0.18,0.14,0.04,0.05,0.02,0.15,0.01,0.27
com-,22023,368,41,409,362.82,5.18,3.43,0.84,0.65,8.95,10.64,1.13,1.6,0.85,7.59,0.9,4.42
com-,39500,2298,132,2430,2226.78,71.22,24.59,5.9,3.85,9.39,22.46,10.14,13.68,2.37,11.59,18.98,9.05
com-,80755,140,0,140,138.36,1.64,0,0,0,0,0,0,0,0,0,0,0
com-,62105,522,2,524,514.66,7.34,0.07,0.09,0.04,0.26,0.14,0.32,0.43,0.08,0.29,0.07,0.21
com-,14367,428,10,438,420.46,7.54,0.65,0.31,0.2,1.45,1.54,0.77,0.64,0.39,1.84,0.53,1.67
com-,16039,441,22,463,431.29,9.71,2.01,0.29,0.51,2.79,8.38,1.12,1.2,0.53,2.78,0.24,2.17
com-,50523,2880,30,2910,2853.04,26.96,0.97,0.57,0.51,4.97,13.01,0.74,0.89,0.5,3.72,0.16,3.97
com-,53225,508,5,513,500.61,7.39,0.24,0.09,0.1,0.58,1.3,0.26,0.34,0.15,1.35,0.06,0.53
com-,32237,457,7,464,442.25,14.75,1.08,0.2,0.67,1.49,1.82,0.15,0.56,0.09,0.35,0.01,0.58
com-,89279,559,31,590,535.95,23.05,5.15,0.89,0.99,2.72,2.21,1.57,4.78,2.07,5.48,2.05,3.11
com-,8382,89,4,93,86.49,2.51,0.25,0.23,0.08,1.53,0.18,0.66,0.26,0.04,0.27,0.24,0.27
com-,16125,241,31,272,235.69,5.31,2.83,0.41,0.71,3.93,11.81,1.57,1.69,0.75,3.91,0.34,3.05
com-,38546,949,12,961,898.62,50.38,1.91,1.25,0.46,1.11,0.81,1.87,0.69,0.66,1.16,1.06,1.02
com-,16401,143,4,147,139.85,3.15,0.36,0.05,0.09,0.51,1.52,0.2,0.22,0.1,0.5,0.04,0.39
com-,1181,1136,80,1216,1076.54,59.46,10.54,8.48,4.39,9.53,17.53,3.54,6.38,1.75,5.16,5.83,6.88
com-,10330,112,2,114,107.8,4.2,0.3,0.06,0.07,0.14,0.19,0.13,0.24,0.06,0.37,0.11,0.33
com-,41100,172,0,172,166.71,5.29,0,0,0,0,0,0,0,0,0,0,0
com-,59110,1449,5,1454,1409.76,39.24,0.33,0.29,0.13,1.1,0.17,0.91,0.86,0.13,0.54,0.08,0.46
com-,34011,95,9,104,90.95,4.05,0.74,0.5,1.05,1.8,0.98,0.59,1.93,0.12,0.44,0.14,0.71
com-,14352,794,33,827,780,14,2.16,1.03,0.67,4.79,5.09,2.53,2.1,1.27,6.09,1.74,5.53
com-,76634,879,5,884,858.93,20.07,0.41,0.15,0.11,0.35,0.26,0.79,0.66,0.29,1.17,0.22,0.6
com-,63220,92,3,95,89.19,2.81,1.06,0.11,0.13,0.33,0.25,0.18,0.18,0.05,0.25,0.19,0.28
com-,88478,89,0,89,86.84,2.16,0,0,0,0,0,0,0,0,0,0,0
com-,25443,58,1,59,55.56,2.44,0.12,0.09,0.04,0.06,0.18,0.13,0.12,0.02,0.06,0.12,0.06
com-,70445,119,2,121,116,3,0.24,0.08,0.04,0.25,0.29,0.14,0.29,0.03,0.2,0.22,0.23
com-,71087,158,8,166,152.34,5.66,1.25,0.62,0.3,0.89,1.07,0.74,0.55,0.41,0.84,0.6,0.71
com-,6002,46,3,49,43.44,2.56,0.39,0.55,0.07,0.53,0.39,0.16,0.12,0.35,0.17,0.02,0.26
com-,59165,6296,203,6499,6125.5,170.5,13.4,11.91,5.09,44.78,6.76,37.07,35.05,5.26,22.01,3.19,18.5
com-,9041,201,1,202,192.26,8.74,0.14,0.02,0.1,0.17,0.16,0.05,0.1,0.01,0.1,0,0.14
com-,62690,221,7,228,217.89,3.11,0.25,0.32,0.14,0.93,0.5,1.11,1.5,0.26,1.03,0.23,0.74
com-,45162,533,8,541,506.41,26.59,1.81,0.24,0.3,0.44,0.3,0.46,0.96,0.19,1.82,0.74,0.71
com-,76075,444,2,446,433.86,10.14,0.16,0.06,0.05,0.14,0.1,0.32,0.26,0.12,0.47,0.09,0.24
com-,65119,340,6,346,328.55,11.45,1.22,0.18,0.66,0.66,1.06,0.23,0.5,0.11,0.58,0.02,0.77
com-,71415,140,3,143,134.98,5.02,0.47,0.23,0.11,0.33,0.4,0.28,0.21,0.15,0.31,0.22,0.27
com-,4167,288,4,292,276.64,11.36,0.47,0.25,0.29,0.7,0.41,0.35,0.39,0.1,0.36,0.06,0.62
com-,21560,269,10,279,260.15,8.85,1.49,0.54,0.48,0.95,1.21,0.78,1.35,0.17,1.38,0.44,1.2
com-,77315,3617,255,3872,3318.36,298.64,50.14,8.17,6.28,19.35,10.61,22.3,15.35,9.36,68.63,11.72,33.11
com-,62909,426,2,428,420.01,5.99,0.07,0.09,0.04,0.26,0.14,0.32,0.43,0.08,0.29,0.07,0.21
com-,57332,5521,601,6122,5198.38,322.62,50.65,85.6,16.03,170.51,66.97,62.8,38.17,5.81,25.55,42.07,36.85
com-,72016,1444,14,1458,1423.65,20.35,1.67,0.31,0.45,1.65,1.53,0.75,1.27,0.44,3.89,0.49,1.56
com-,70372,154,5,159,150.11,3.89,0.6,0.21,0.09,0.62,0.72,0.34,0.73,0.06,0.49,0.54,0.58
com-,46109,523,10,533,507.62,15.38,1.47,0.27,0.39,2.71,2.61,0.2,0.53,0.09,0.69,0.07,0.95
com-,25334,2260,85,2345,2164.75,95.25,10.54,7.53,3.13,5,15.58,11.11,9.87,1.38,5.28,10.14,5.45
com-,52540,29,0,29,28.38,0.62,0,0,0,0,0,0,0,0,0,0,0
com-,76381,124,1,125,121.17,2.83,0.08,0.03,0.02,0.07,0.05,0.16,0.13,0.06,0.23,0.04,0.12
com-,78147,442,12,454,404.89,37.11,2.01,0.34,0.35,0.94,0.57,1.13,1.6,0.5,2.81,0.34,1.4
com-,8410,173,0,173,168.12,4.88,0,0,0,0,0,0,0,0,0,0,0
com-,27109,391,9,400,379.96,11.04,1.13,0.2,0.26,0.64,0.49,0.79,0.85,0.23,2.46,0.93,1.03
com-,3052,1066,13,1079,1037.83,28.17,2.07,0.36,0.28,1.96,1.54,0.79,0.76,0.41,2.27,0.54,2.01
com-,62341,393,0,393,387.48,5.52,0,0,0,0,0,0,0,0,0,0,0
com-,53136,1213,14,1227,1195.35,17.65,0.67,0.27,0.28,1.62,3.65,0.73,0.95,0.42,3.77,0.17,1.47
com-,60497,211,0,211,201.29,9.71,0,0,0,0,0,0,0,0,0,0,0
com-,31041,102,5,107,97.11,4.89,0.76,0.25,0.48,0.65,0.41,0.57,0.52,0.15,0.54,0.09,0.58
com-,2072,175,2,177,171.05,3.95,0.27,0.06,0.07,0.25,0.07,0.17,0.26,0.07,0.41,0.14,0.24
com-,14619,125,3,128,122.8,2.2,0.2,0.09,0.06,0.44,0.46,0.23,0.19,0.12,0.55,0.16,0.5
com-,70456,149,0,149,145.24,3.76,0,0,0,0,0,0,0,0,0,0,0
com-,53203,517,7,524,509.48,7.52,0.34,0.13,0.14,0.81,1.83,0.37,0.47,0.21,1.88,0.09,0.74
com-,95306,29093,2725,31818,25798.02,3294.98,392.46,50.6,48.09,158.53,76.72,324.57,242.84,115.29,664.92,196.86,454.12
com-,52310,99,1,100,96.88,2.12,0.09,0.04,0.03,0.12,0.1,0.16,0.08,0.03,0.16,0.05,0.14
com-,78007,957,125,1082,876.65,80.35,20.97,3.56,3.66,9.83,5.92,11.79,16.69,5.19,29.27,3.54,14.59
com-,28280,8634,671,9305,8302.25,331.75,122.09,16.86,18.68,45.54,24.93,51.61,111.65,29.8,142.98,41.61,65.24
com-,35198,704,12,716,692.53,11.47,1.04,0.34,0.48,1.99,1.4,0.5,0.84,0.35,2.47,0.37,2.23
com-,61102,401,1,402,392.98,8.02,0.06,0.02,0.02,0.12,0.18,0.05,0.08,0.04,0.15,0.14,0.15
com-,14570,2442,23,2465,2398.96,43.04,1.51,0.72,0.47,3.34,3.55,1.76,1.46,0.89,4.24,1.22,3.85
com-,24428,484,59,543,472.17,11.83,7.65,1.07,1.6,12.61,20.47,1.27,4.02,0.41,3.95,0.7,5.24
com-,86120,1097,117,1214,1076.83,20.17,10.93,2.29,2.61,15.2,38.29,6.18,5.85,1.76,17.15,0.75,16
com-,19044,250,10,260,242.53,7.47,1.99,0.31,0.33,1.41,1.43,0.36,1.2,0.15,0.93,0.93,0.95
com-,29225,2105,23,2128,2081.04,23.96,2.14,0.5,0.59,5.9,4.79,0.54,0.61,0.44,3.15,0.65,3.7
com-,34251,501,19,520,479.62,21.38,1.56,1.05,2.21,3.81,2.06,1.24,4.08,0.26,0.94,0.3,1.49
com-,76474,6710,294,7004,6556.81,153.19,24.01,8.82,6.69,20.43,15.4,46.34,38.65,17.2,68.53,12.69,35.25
com-,64046,390,2,392,377.76,12.24,0.46,0.05,0.71,0.2,0.16,0.03,0.1,0.01,0.08,0,0.19
com-,30304,207,8,215,198.53,8.47,0.78,0.31,0.82,1.48,0.64,0.77,2.03,0.14,0.29,0.17,0.57
com-,28339,369,3,372,354.82,14.18,0.55,0.08,0.08,0.2,0.11,0.23,0.5,0.13,0.64,0.19,0.29
com-,62794,582,12,594,573.82,8.18,0.42,0.55,0.23,1.59,0.86,1.9,2.57,0.45,1.76,0.4,1.26
com-,62651,464,4,468,457.48,6.52,0.14,0.18,0.08,0.53,0.29,0.63,0.86,0.15,0.59,0.13,0.42
com-,8203,260,5,265,252.66,7.34,0.31,0.29,0.1,1.91,0.22,0.82,0.32,0.06,0.34,0.3,0.33
com-,63052,1021,9,1030,989.87,31.13,3.17,0.32,0.39,0.99,0.75,0.54,0.53,0.15,0.76,0.56,0.84
com-,2417,129,0,129,126.09,2.91,0,0,0,0,0,0,0,0,0,0,0
com-,8319,308,19,327,299.31,8.69,1.19,1.11,0.38,7.25,0.84,3.13,1.21,0.21,1.28,1.13,1.26
com-,40075,2367,143,2510,2304.09,62.91,50.68,3.85,17.27,21.72,12.76,2.6,9.27,1.43,10.41,0.37,12.64
com-,46318,236,6,242,229.06,6.94,0.88,0.16,0.23,1.63,1.57,0.12,0.32,0.05,0.41,0.04,0.57
com-,84053,1676,48,1724,1594.2,81.8,2.39,2.76,6.85,6.85,2.59,2.57,16.42,1.84,1.48,1.41,2.85
com-,67057,170,6,176,162.92,7.08,0.39,0.34,0.17,1.7,0.61,0.26,0.33,0.12,0.39,1.02,0.66
com-,51310,208,0,208,202.77,5.23,0,0,0,0,0,0,0,0,0,0,0
com-,83143,4091,166,4257,3947.17,143.83,14.9,14.92,5.55,41.1,16.78,12.63,20.47,15.99,6.45,6.99,10.22
com-,84126,711,62,773,676.3,34.7,3.08,3.57,8.85,8.84,3.34,3.32,21.21,2.38,1.91,1.82,3.68
com-,8047,106,0,106,103.01,2.99,0,0,0,0,0,0,0,0,0,0,0
com-,47271,324,34,358,309.17,14.83,8.27,1.15,2.53,4.06,5.4,1.01,7.53,0.29,1.98,0.03,1.74
com-,68358,465,2,467,441.97,23.03,0.17,0.25,0.07,0.49,0.38,0.13,0.09,0.03,0.07,0.19,0.13
com-,13081,11936,399,12335,11407.21,528.79,41.09,25.78,27.19,44.22,19.96,66.85,68.88,28.18,23.59,17.45,35.82
com-,81208,543,14,557,523.81,19.19,2.24,0.49,1.15,2.37,1.72,1.38,2.17,0.18,0.86,0.26,1.17
com-,23057,527,18,545,517.82,9.18,1.04,0.27,0.24,3.64,7.56,0.3,0.38,0.07,1.97,1,1.53
com-,59294,305,0,305,296.74,8.26,0,0,0,0,0,0,0,0,0,0,0
com-,53245,907,20,927,893.8,13.2,0.96,0.38,0.4,2.31,5.22,1.05,1.36,0.6,5.38,0.24,2.1
com-,73122,441,4,445,425.04,15.96,0.72,0.56,0.11,0.54,0.54,0.32,0.23,0.1,0.24,0.32,0.33
com-,80706,1796,17,1813,1774.95,21.05,2.69,0.4,0.65,3.11,1.4,1.15,1.33,0.89,2.56,0.86,1.94
com-,40024,259,8,267,252.12,6.88,2.84,0.22,0.97,1.21,0.71,0.15,0.52,0.08,0.58,0.02,0.71
com-,16091,154,12,166,150.61,3.39,1.09,0.16,0.28,1.52,4.57,0.61,0.65,0.29,1.51,0.13,1.18
com-,46029,1848,120,1968,1793.65,54.35,17.68,3.27,4.68,32.56,31.37,2.44,6.41,1.06,8.28,0.9,11.36
com-,67467,378,3,381,362.26,15.74,0.2,0.17,0.09,0.85,0.3,0.13,0.16,0.06,0.2,0.51,0.33
com-,7055,3102,58,3160,3019.74,82.26,7.63,2.51,3.26,12.5,5.41,5.12,7.46,1.87,3.5,2.74,6
com-,57697,318,2,320,299.42,18.58,0.17,0.28,0.05,0.57,0.22,0.21,0.13,0.02,0.09,0.14,0.12
com-,31372,452,14,466,430.33,21.67,2.13,0.7,1.33,1.82,1.14,1.59,1.45,0.42,1.52,0.27,1.62
com-,25459,317,8,325,303.64,13.36,0.99,0.71,0.29,0.47,1.47,1.05,0.93,0.13,0.5,0.95,0.51
com-,80783,80,0,80,79.06,0.94,0,0,0,0,0,0,0,0,0,0,0
com-,57461,274,0,274,257.99,16.01,0,0,0,0,0,0,0,0,0,0,0
com-,26374,19,0,19,18.3,0.7,0,0,0,0,0,0,0,0,0,0,0
com-,62475,236,4,240,232.68,3.32,0.14,0.18,0.08,0.53,0.29,0.63,0.86,0.15,0.59,0.13,0.42
com-,81049,358,2,360,345.35,12.65,0.32,0.07,0.16,0.34,0.25,0.2,0.31,0.03,0.12,0.04,0.17
com-,68285,357,9,366,339.32,17.68,0.77,1.12,0.31,2.21,1.72,0.58,0.42,0.12,0.32,0.84,0.59
com-,14211,371,8,379,364.46,6.54,0.52,0.25,0.16,1.16,1.23,0.61,0.51,0.31,1.48,0.42,1.34
com-,19089,178,6,184,172.68,5.32,1.2,0.18,0.2,0.85,0.86,0.21,0.72,0.09,0.56,0.56,0.57
com-,4067,57,2,59,54.75,2.25,0.23,0.13,0.14,0.35,0.21,0.18,0.2,0.05,0.18,0.03,0.31
com-,71362,327,3,330,315.28,11.72,0.47,0.23,0.11,0.33,0.4,0.28,0.21,0.15,0.31,0.22,0.27
com-,59601,2503,139,2642,2435.22,67.78,9.17,8.15,3.49,30.66,4.63,25.38,24,3.6,15.07,2.18,12.66
com-,2714,344,3,347,336.24,7.76,0.4,0.08,0.11,0.37,0.11,0.25,0.39,0.1,0.61,0.21,0.37
com-,51570,104,1,105,101.39,2.61,0.19,0.04,0.03,0.1,0.11,0.09,0.09,0.02,0.14,0.04,0.15
com-,65064,39,0,39,37.69,1.31,0,0,0,0,0,0,0,0,0,0,0
com-,21071,720,10,730,696.31,23.69,1.49,0.54,0.48,0.95,1.21,0.78,1.35,0.17,1.38,0.44,1.2
com-,80045,157,0,157,155.16,1.84,0,0,0,0,0,0,0,0,0,0,0
com-,51125,50,0,50,48.74,1.26,0,0,0,0,0,0,0,0,0,0,0
com-,69022,537,6,543,506.19,30.81,0.77,0.44,0.2,0.44,0.42,1.15,0.34,0.53,0.74,0.36,0.61
com-,87004,103,21,124,100.86,2.14,1.85,0.21,0.39,3.14,10.4,0.92,0.6,0.08,1.32,0.39,1.69
com-,68171,859,24,883,816.46,42.54,2.06,2.99,0.83,5.89,4.58,1.54,1.11,0.31,0.86,2.25,1.58
com-,86266,112,12,124,109.94,2.06,1.12,0.23,0.27,1.56,3.93,0.63,0.6,0.18,1.76,0.08,1.64
com-,80303,451,3,454,445.71,5.29,0.48,0.07,0.11,0.55,0.25,0.2,0.23,0.16,0.45,0.15,0.34
com-,91022,114,5,119,103.9,10.1,0.96,0.14,0.09,0.35,0.21,0.48,0.31,0.28,1.45,0.21,0.52
com-,8401,220,1,221,213.79,6.21,0.06,0.06,0.02,0.38,0.04,0.16,0.06,0.01,0.07,0.06,0.07
com-,70234,217,2,219,211.53,5.47,0.24,0.08,0.04,0.25,0.29,0.14,0.29,0.03,0.2,0.22,0.23
com-,41146,963,30,993,933.36,29.64,5.41,0.62,0.98,2.04,1.83,1.88,4.02,0.7,5.56,3.73,3.24
com-,26054,1370,47,1417,1319.72,50.28,4.29,2.7,2.78,8.28,3.25,5.32,7.3,2.98,3.12,2.89,4.1
com-,33168,569,29,598,549.77,19.23,5.86,0.84,2.15,3.74,1.87,1.81,4.39,0.66,3.38,1.47,2.84
com-,55252,125,26,151,122.12,2.88,1.3,0.98,0.85,11.18,2.07,1.1,1.21,0.28,2.88,1.99,2.15
com-,86138,192,56,248,188.47,3.53,5.23,1.09,1.25,7.28,18.33,2.96,2.8,0.84,8.21,0.36,7.66
com-,9284,193,1,194,184.61,8.39,0.14,0.02,0.1,0.17,0.16,0.05,0.1,0.01,0.1,0,0.14
com-,43201,244,4,248,239.4,4.6,0.67,0.18,0.1,0.47,0.55,0.15,0.57,0.07,0.48,0.26,0.48
com-,60368,2497,98,2595,2382.09,114.91,14.87,3.43,3.02,6.86,3.84,9.83,12.43,2.82,22.34,7.1,11.45
com-,60066,197,9,206,187.93,9.07,1.37,0.32,0.28,0.63,0.35,0.9,1.14,0.26,2.05,0.65,1.05
com-,2190,521,11,532,509.24,11.76,1.46,0.31,0.41,1.37,0.39,0.92,1.44,0.37,2.25,0.75,1.34
com-,55546,115,89,204,112.35,2.65,4.45,3.37,2.92,38.26,7.1,3.76,4.14,0.97,9.85,6.83,7.36
com-,2B169,907,54,961,878.66,28.34,11.16,4.05,0.89,8.49,1.99,2.33,19.97,1.84,1.35,0.02,1.89
com-,23112,692,28,720,679.95,12.05,1.61,0.42,0.37,5.66,11.76,0.47,0.59,0.11,3.07,1.56,2.38
com-,84110,27,0,27,25.68,1.32,0,0,0,0,0,0,0,0,0,0,0
com-,80796,175,0,175,172.95,2.05,0,0,0,0,0,0,0,0,0,0,0
com-,43155,72,0,72,70.64,1.36,0,0,0,0,0,0,0,0,0,0,0
com-,21428,143,3,146,138.3,4.7,0.45,0.16,0.15,0.29,0.36,0.23,0.41,0.05,0.41,0.13,0.36
com-,54456,641,1,642,612.35,28.65,0.19,0.09,0.03,0.16,0.08,0.11,0.08,0.02,0.08,0.07,0.1
com-,1230,316,4,320,299.46,16.54,0.53,0.42,0.22,0.48,0.88,0.18,0.32,0.09,0.26,0.29,0.34
com-,17293,721,2,723,709.81,11.19,0.31,0.04,0.07,0.41,0.47,0.06,0.09,0.04,0.23,0.04,0.24
com-,11002,178,11,189,170.31,7.69,1.12,0.29,0.8,2.6,2.37,0.51,1.36,0.08,0.52,0.08,1.27
com-,25057,4390,898,5288,4204.97,185.03,111.33,79.54,33.11,52.78,164.58,117.4,104.25,14.58,55.79,107.09,57.53
com-,2668,934,5,939,912.93,21.07,0.66,0.14,0.18,0.62,0.18,0.42,0.65,0.17,1.02,0.34,0.61
com-,39420,204,0,204,197.68,6.32,0,0,0,0,0,0,0,0,0,0,0
com-,91533,1732,125,1857,1578.52,153.48,24.07,3.48,2.27,8.73,5.24,11.89,7.7,7,36.14,5.37,13.11
com-,52256,69,5,74,67.52,1.48,0.44,0.21,0.13,0.61,0.5,0.81,0.4,0.13,0.78,0.27,0.72
com-,24412,868,25,893,846.79,21.21,3.24,0.46,0.68,5.34,8.67,0.54,1.7,0.17,1.68,0.3,2.22
com-,64171,265,6,271,256.69,8.31,1.37,0.16,2.14,0.6,0.49,0.1,0.29,0.03,0.24,0.01,0.58
com-,80671,226,0,226,223.35,2.65,0,0,0,0,0,0,0,0,0,0,0
com-,25046,79,0,79,75.67,3.33,0,0,0,0,0,0,0,0,0,0,0
com-,33357,1765,28,1793,1705.34,59.66,5.65,0.81,2.08,3.61,1.81,1.75,4.23,0.64,3.26,1.42,2.74
com-,34110,733,22,755,701.72,31.28,1.81,1.21,2.56,4.41,2.39,1.44,4.72,0.3,1.09,0.34,1.72
com-,54124,49,0,49,46.81,2.19,0,0,0,0,0,0,0,0,0,0,0
com-,60531,1927,30,1957,1838.32,88.68,4.55,1.05,0.92,2.1,1.18,3.01,3.81,0.86,6.84,2.17,3.5
com-,25437,361,3,364,345.78,15.22,0.37,0.27,0.11,0.18,0.55,0.39,0.35,0.05,0.19,0.36,0.19
com-,65479,364,4,368,351.74,12.26,0.81,0.12,0.44,0.44,0.71,0.15,0.33,0.07,0.39,0.01,0.52
com-,44019,1087,13,1100,1069.02,17.98,1.22,0.4,0.39,2.62,1.09,0.86,0.64,0.54,3.06,0.54,1.64
com-,35018,1062,18,1080,1044.7,17.3,1.55,0.51,0.72,2.98,2.1,0.75,1.26,0.52,3.7,0.55,3.35
com-,21655,223,16,239,215.66,7.34,2.38,0.87,0.77,1.52,1.94,1.24,2.16,0.28,2.2,0.7,1.93
com-,52407,272,3,275,266.18,5.82,0.27,0.13,0.08,0.37,0.3,0.49,0.24,0.08,0.47,0.16,0.43
com-,58181,126,4,130,122.83,3.17,0.41,0.08,0.06,0.91,0.44,0.17,0.36,0.09,0.65,0.2,0.64
com-,9162,14,0,14,13.39,0.61,0,0,0,0,0,0,0,0,0,0,0
com-,23016,171,10,181,168.02,2.98,0.58,0.15,0.13,2.02,4.2,0.17,0.21,0.04,1.1,0.56,0.85
com-,73243,1687,17,1704,1625.93,61.07,3.07,2.36,0.45,2.28,2.29,1.37,0.97,0.41,1.03,1.36,1.4
com-,80345,507,0,507,501.06,5.94,0,0,0,0,0,0,0,0,0,0,0
com-,65243,428,11,439,413.59,14.41,2.24,0.33,1.21,1.22,1.94,0.42,0.92,0.21,1.06,0.03,1.42
com-,33498,7943,185,8128,7674.5,268.5,37.36,5.35,13.73,23.86,11.96,11.54,27.97,4.24,21.54,9.35,18.1
com-,88136,1484,27,1511,1448.01,35.99,3.68,1.4,0.58,3.71,4.03,1.72,1.97,0.73,2.76,3.33,3.09
com-,19093,945,6,951,916.76,28.24,1.2,0.18,0.2,0.85,0.86,0.21,0.72,0.09,0.56,0.56,0.57
com-,80435,48,1,49,47.44,0.56,0.16,0.02,0.04,0.18,0.08,0.07,0.08,0.05,0.15,0.05,0.11
com-,57302,220,0,220,207.14,12.86,0,0,0,0,0,0,0,0,0,0,0
com-,63453,3336,106,3442,3234.28,101.72,37.39,3.81,4.57,11.65,8.84,6.35,6.2,1.81,8.91,6.54,9.92
com-,55400,41,1,42,40.06,0.94,0.05,0.04,0.03,0.43,0.08,0.04,0.05,0.01,0.11,0.08,0.08
com-,69272,4387,137,4524,4135.34,251.66,17.62,10.04,4.66,9.98,9.7,26.3,7.66,11.99,16.82,8.22,14.01
com-,16359,998,9,1007,976.02,21.98,0.82,0.12,0.21,1.14,3.43,0.46,0.49,0.22,1.14,0.1,0.89
com-,30181,458,20,478,439.27,18.73,1.94,0.79,2.05,3.69,1.6,1.93,5.07,0.35,0.72,0.42,1.44
com-,78158,28847,2217,31064,26424.95,2422.05,371.94,63.23,64.87,174.28,104.91,209.12,296.05,92.05,519.07,62.78,258.69
com-,32205,92,10,102,89.03,2.97,1.54,0.29,0.96,2.13,2.6,0.22,0.8,0.13,0.5,0.01,0.83
com-,31218,88,9,97,83.78,4.22,1.37,0.45,0.86,1.17,0.73,1.02,0.93,0.27,0.98,0.17,1.04
com-,43044,211,1,212,207.02,3.98,0.17,0.05,0.03,0.12,0.14,0.04,0.14,0.02,0.12,0.07,0.12
com-,59578,1621,5,1626,1577.1,43.9,0.33,0.29,0.13,1.1,0.17,0.91,0.86,0.13,0.54,0.08,0.46
com-,64338,175,8,183,169.51,5.49,1.82,0.21,2.85,0.8,0.65,0.13,0.39,0.04,0.32,0.02,0.77
com-,27434,61,0,61,59.28,1.72,0,0,0,0,0,0,0,0,0,0,0
com-,16397,372,11,383,363.81,8.19,1,0.14,0.25,1.39,4.19,0.56,0.6,0.27,1.39,0.12,1.08
com-,2B231,114,8,122,110.44,3.56,1.65,0.6,0.13,1.26,0.3,0.35,2.96,0.27,0.2,0,0.28
com-,23197,343,18,361,337.03,5.97,1.04,0.27,0.24,3.64,7.56,0.3,0.38,0.07,1.97,1,1.53
com-,70224,701,11,712,683.31,17.69,1.33,0.45,0.2,1.37,1.59,0.75,1.61,0.14,1.09,1.19,1.28
com-,95059,360,10,370,319.23,40.77,1.44,0.19,0.18,0.58,0.28,1.19,0.89,0.42,2.44,0.72,1.67
com-,54557,2206,127,2333,2107.41,98.59,24.31,11.63,3.38,20.59,9.61,13.49,10.41,2.01,10.51,8.57,12.5
com-,65390,427,7,434,412.62,14.38,1.42,0.21,0.77,0.78,1.24,0.27,0.58,0.13,0.67,0.02,0.9
com-,69028,6523,195,6718,6148.8,374.2,25.07,14.3,6.64,14.21,13.81,37.43,10.9,17.07,23.94,11.7,19.94
com-,1406,179,1,180,169.63,9.37,0.13,0.11,0.05,0.12,0.22,0.04,0.08,0.02,0.06,0.07,0.09
com-,71163,87,6,93,83.88,3.12,0.94,0.47,0.23,0.67,0.8,0.56,0.42,0.31,0.63,0.45,0.54
com-,22031,587,80,667,578.74,8.26,6.69,1.64,1.27,17.47,20.76,2.21,3.13,1.65,14.81,1.76,8.62
com-,76689,375,0,375,366.44,8.56,0,0,0,0,0,0,0,0,0,0,0
com-,39399,329,1,330,318.8,10.2,0.19,0.04,0.03,0.07,0.17,0.08,0.1,0.02,0.09,0.14,0.07
com-,50522,248,0,248,245.68,2.32,0,0,0,0,0,0,0,0,0,0,0
