Type,Code,Français,Etrangers,Ensemble,Français de naissance,Français par acquisition,Portugais,Italiens,Espagnols,Autres nationalités de l'UE,Autres nationalités d'Europe,Algériens,Marocains,Tunisiens,Autres nationalités d'Afrique,Turcs,Autres nationalités
com-,58184,104,4,108,101.38,2.62,0.41,0.08,0.06,0.91,0.44,0.17,0.36,0.09,0.65,0.2,0.64
com-,78209,832,50,882,762.14,69.86,8.39,1.43,1.46,3.93,2.37,4.72,6.68,2.08,11.71,1.42,5.83
com-,18142,638,10,648,622.05,15.95,2.37,0.35,0.41,1.32,0.83,0.69,0.72,0.42,1.12,0.62,1.15
com-,61116,1955,28,1983,1915.89,39.11,1.64,0.52,0.46,3.27,5.09,1.52,2.28,1.07,4.07,4,4.09
com-,61322,102,2,104,99.96,2.04,0.12,0.04,0.03,0.23,0.36,0.11,0.16,0.08,0.29,0.29,0.29
com-,74295,272,16,288,256.38,15.62,1.88,1.4,0.72,1.66,5.57,0.71,0.65,0.49,0.95,0.89,1.09
com-,69047,1017,14,1031,958.66,58.34,1.8,1.03,0.48,1.02,0.99,2.69,0.78,1.23,1.72,0.84,1.43
com-,29023,3225,36,3261,3188.29,36.71,3.35,0.78,0.92,9.24,7.5,0.85,0.95,0.69,4.93,1.02,5.79
com-,46032,358,30,388,347.47,10.53,4.42,0.82,1.17,8.14,7.84,0.61,1.6,0.26,2.07,0.22,2.84
com-,71584,1207,11,1218,1163.75,43.25,1.73,0.86,0.41,1.23,1.47,1.02,0.76,0.56,1.15,0.82,0.98
com-,68045,543,12,555,516.11,26.89,1.03,1.49,0.41,2.94,2.29,0.77,0.56,0.16,0.43,1.12,0.79
com-,16103,108,18,126,105.62,2.38,1.64,0.24,0.41,2.28,6.86,0.91,0.98,0.44,2.27,0.2,1.77
com-,21009,175,0,175,169.24,5.76,0,0,0,0,0,0,0,0,0,0,0
com-,59038,1446,7,1453,1406.84,39.16,0.46,0.41,0.18,1.54,0.23,1.28,1.21,0.18,0.76,0.11,0.64
com-,84111,323,12,335,307.24,15.76,0.6,0.69,1.71,1.71,0.65,0.64,4.1,0.46,0.37,0.35,0.71
com-,14344,375,10,385,368.39,6.61,0.65,0.31,0.2,1.45,1.54,0.77,0.64,0.39,1.84,0.53,1.67
com-,31207,83,3,86,79.02,3.98,0.46,0.15,0.29,0.39,0.24,0.34,0.31,0.09,0.33,0.06,0.35
com-,50196,463,5,468,458.67,4.33,0.16,0.09,0.09,0.83,2.17,0.12,0.15,0.08,0.62,0.03,0.66
com-,2B122,56,4,60,54.25,1.75,0.83,0.3,0.07,0.63,0.15,0.17,1.48,0.14,0.1,0,0.14
com-,16037,106,30,136,103.67,2.33,2.74,0.39,0.69,3.8,11.43,1.52,1.63,0.73,3.78,0.33,2.95
com-,52327,461,0,461,451.14,9.86,0,0,0,0,0,0,0,0,0,0,0
com-,61063,1468,43,1511,1438.64,29.36,2.51,0.8,0.7,5.01,7.81,2.34,3.5,1.64,6.25,6.14,6.29
com-,57216,136,2,138,128.05,7.95,0.17,0.28,0.05,0.57,0.22,0.21,0.13,0.02,0.09,0.14,0.12
com-,2198,237,1,238,231.65,5.35,0.13,0.03,0.04,0.12,0.04,0.08,0.13,0.03,0.2,0.07,0.12
com-,40019,1072,45,1117,1043.51,28.49,15.95,1.21,5.44,6.83,4.02,0.82,2.92,0.45,3.27,0.12,3.98
com-,59288,2253,54,2307,2191.99,61.01,3.56,3.17,1.35,11.91,1.8,9.86,9.32,1.4,5.85,0.85,4.92
com-,2B238,195,15,210,188.91,6.09,3.1,1.13,0.25,2.36,0.55,0.65,5.55,0.51,0.37,0.01,0.53
com-,2B161,62,0,62,60.06,1.94,0,0,0,0,0,0,0,0,0,0,0
com-,88398,75,4,79,73.18,1.82,0.55,0.21,0.09,0.55,0.6,0.25,0.29,0.11,0.41,0.49,0.46
com-,8021,150,0,150,145.77,4.23,0,0,0,0,0,0,0,0,0,0,0
com-,91526,105,5,110,95.7,9.3,0.96,0.14,0.09,0.35,0.21,0.48,0.31,0.28,1.45,0.21,0.52
com-,85155,5146,63,5209,5087,59,7.81,2.36,1.8,13.45,13.84,1.2,2.65,1.17,9.97,0.67,8.09
com-,83002,252,20,272,243.14,8.86,1.8,1.8,0.67,4.95,2.02,1.52,2.47,1.93,0.78,0.84,1.23
com-,34319,127,15,142,121.58,5.42,1.23,0.83,1.75,3.01,1.63,0.98,3.22,0.2,0.74,0.23,1.18
com-,59023,530,5,535,515.65,14.35,0.33,0.29,0.13,1.1,0.17,0.91,0.86,0.13,0.54,0.08,0.46
com-,77408,460,30,490,422.02,37.98,5.9,0.96,0.74,2.28,1.25,2.62,1.81,1.1,8.07,1.38,3.9
com-,36002,116,0,116,113.35,2.65,0,0,0,0,0,0,0,0,0,0,0
com-,9211,106,10,116,101.39,4.61,1.44,0.22,1,1.71,1.6,0.45,1.01,0.1,1.04,0.04,1.38
com-,14272,106,1,107,104.13,1.87,0.07,0.03,0.02,0.15,0.15,0.08,0.06,0.04,0.18,0.05,0.17
com-,52546,14,3,17,13.7,0.3,0.27,0.13,0.08,0.37,0.3,0.49,0.24,0.08,0.47,0.16,0.43
com-,32417,378,40,418,365.8,12.2,6.14,1.16,3.86,8.51,10.39,0.89,3.19,0.51,2.01,0.05,3.3
com-,50513,196,10,206,194.17,1.83,0.32,0.19,0.17,1.66,4.34,0.25,0.3,0.17,1.24,0.05,1.32
com-,57312,476,8,484,448.19,27.81,0.67,1.14,0.21,2.27,0.89,0.84,0.51,0.08,0.34,0.56,0.49
com-,32138,145,3,148,140.32,4.68,0.46,0.09,0.29,0.64,0.78,0.07,0.24,0.04,0.15,0,0.25
com-,63276,2040,63,2103,1977.8,62.2,22.22,2.27,2.72,6.92,5.26,3.77,3.68,1.08,5.3,3.89,5.89
com-,50216,788,12,800,780.62,7.38,0.39,0.23,0.2,1.99,5.2,0.3,0.36,0.2,1.49,0.06,1.59
com-,59614,1354,10,1364,1317.33,36.67,0.66,0.59,0.25,2.21,0.33,1.83,1.73,0.26,1.08,0.16,0.91
com-,89416,419,7,426,401.72,17.28,1.16,0.2,0.22,0.61,0.5,0.36,1.08,0.47,1.24,0.46,0.7
com-,91540,4779,397,5176,4355.52,423.48,76.45,11.05,7.21,27.73,16.65,37.76,24.47,22.22,114.78,17.04,41.64
com-,80196,243,2,245,240.15,2.85,0.32,0.05,0.08,0.37,0.17,0.14,0.16,0.11,0.3,0.1,0.23
com-,19161,401,30,431,389.02,11.98,5.98,0.92,1,4.24,4.29,1.07,3.6,0.46,2.8,2.78,2.85
com-,68090,671,177,848,637.77,33.23,15.19,22.02,6.09,43.43,33.74,11.39,8.2,2.31,6.37,16.59,11.67
com-,63389,107,2,109,103.74,3.26,0.71,0.07,0.09,0.22,0.17,0.12,0.12,0.03,0.17,0.12,0.19
com-,21633,193,0,193,186.65,6.35,0,0,0,0,0,0,0,0,0,0,0
com-,63340,252,4,256,244.32,7.68,1.41,0.14,0.17,0.44,0.33,0.24,0.23,0.07,0.34,0.25,0.37
com-,83010,211,3,214,203.58,7.42,0.27,0.27,0.1,0.74,0.3,0.23,0.37,0.29,0.12,0.13,0.18
com-,16019,1265,13,1278,1237.15,27.85,1.19,0.17,0.3,1.65,4.95,0.66,0.71,0.32,1.64,0.14,1.28
com-,55496,1036,8,1044,1012.13,23.87,0.4,0.3,0.26,3.44,0.64,0.34,0.37,0.09,0.89,0.61,0.66
com-,57683,5873,1128,7001,5529.82,343.18,95.07,160.66,30.08,320.02,125.7,117.86,71.63,10.91,47.95,78.96,69.15
com-,47127,679,135,814,647.91,31.09,32.85,4.55,10.04,16.12,21.45,4.02,29.91,1.17,7.87,0.12,6.9
com-,14391,429,1,430,421.44,7.56,0.07,0.03,0.02,0.15,0.15,0.08,0.06,0.04,0.18,0.05,0.17
com-,21549,80,3,83,77.37,2.63,0.45,0.16,0.15,0.29,0.36,0.23,0.41,0.05,0.41,0.13,0.36
com-,57091,853,123,976,803.16,49.84,10.37,17.52,3.28,34.9,13.71,12.85,7.81,1.19,5.23,8.61,7.54
com-,44221,1539,20,1559,1513.54,25.46,1.88,0.62,0.6,4.03,1.67,1.32,0.98,0.84,4.71,0.83,2.52
com-,81249,825,21,846,795.84,29.16,3.36,0.73,1.73,3.55,2.58,2.07,3.26,0.27,1.3,0.39,1.76
com-,57690,2824,127,2951,2658.98,165.02,10.7,18.09,3.39,36.03,14.15,13.27,8.06,1.23,5.4,8.89,7.79
com-,27148,391,15,406,379.96,11.04,1.89,0.33,0.43,1.07,0.82,1.31,1.41,0.38,4.1,1.54,1.72
com-,53066,1350,13,1363,1330.35,19.65,0.63,0.25,0.26,1.5,3.39,0.68,0.88,0.39,3.5,0.16,1.37
com-,81176,103,6,109,99.36,3.64,0.96,0.21,0.49,1.02,0.74,0.59,0.93,0.08,0.37,0.11,0.5
com-,5045,1141,20,1161,1105.78,35.22,2,2.34,0.56,3.8,2.32,1.19,1.15,1.04,2.88,0.82,1.91
com-,56118,4059,35,4094,4011.66,47.34,1.84,0.96,0.69,7.21,9.88,0.76,0.83,0.61,6.02,2.03,4.16
com-,6098,118,3,121,111.42,6.58,0.39,0.55,0.07,0.53,0.39,0.16,0.12,0.35,0.17,0.02,0.26
com-,95436,1593,87,1680,1412.58,180.42,12.53,1.62,1.54,5.06,2.45,10.36,7.75,3.68,21.23,6.29,14.5
com-,46051,341,6,347,330.97,10.03,0.88,0.16,0.23,1.63,1.57,0.12,0.32,0.05,0.41,0.04,0.57
com-,27598,1221,10,1231,1186.52,34.48,1.26,0.22,0.28,0.71,0.55,0.88,0.94,0.25,2.73,1.03,1.15
com-,24509,657,14,671,640.95,16.05,1.82,0.25,0.38,2.99,4.86,0.3,0.95,0.1,0.94,0.17,1.24
com-,31413,515,27,542,490.31,24.69,4.11,1.35,2.57,3.52,2.2,3.06,2.8,0.81,2.94,0.51,3.13
com-,52037,362,2,364,354.26,7.74,0.18,0.09,0.05,0.25,0.2,0.33,0.16,0.05,0.31,0.11,0.29
com-,13068,2107,74,2181,2013.66,93.34,7.62,4.78,5.04,8.2,3.7,12.4,12.78,5.23,4.37,3.24,6.64
com-,2B289,102,10,112,98.81,3.19,2.07,0.75,0.17,1.57,0.37,0.43,3.7,0.34,0.25,0,0.35
com-,57256,798,15,813,751.37,46.63,1.26,2.14,0.4,4.26,1.67,1.57,0.95,0.15,0.64,1.05,0.92
com-,78528,317,34,351,290.38,26.62,5.7,0.97,0.99,2.67,1.61,3.21,4.54,1.41,7.96,0.96,3.97
com-,33262,4425,150,4575,4275.42,149.58,30.29,4.34,11.13,19.34,9.69,9.35,22.68,3.44,17.46,7.58,14.67
com-,52023,150,6,156,146.79,3.21,0.53,0.26,0.15,0.74,0.6,0.98,0.48,0.16,0.93,0.32,0.87
com-,27677,387,2,389,376.07,10.93,0.25,0.04,0.06,0.14,0.11,0.18,0.19,0.05,0.55,0.21,0.23
com-,69257,1141,12,1153,1075.55,65.45,1.54,0.88,0.41,0.87,0.85,2.3,0.67,1.05,1.47,0.72,1.23
com-,33549,358,15,373,345.9,12.1,3.03,0.43,1.11,1.93,0.97,0.94,2.27,0.34,1.75,0.76,1.47
com-,67040,1033,18,1051,989.98,43.02,1.18,1.03,0.52,5.1,1.82,0.79,0.98,0.37,1.18,3.05,1.98
com-,55355,154,0,154,150.45,3.55,0,0,0,0,0,0,0,0,0,0,0
com-,73320,766,38,804,738.27,27.73,6.87,5.28,1.02,5.1,5.12,3.07,2.16,0.91,2.3,3.04,3.13
com-,73306,1060,14,1074,1021.63,38.37,2.53,1.95,0.37,1.88,1.88,1.13,0.8,0.34,0.85,1.12,1.15
com-,2258,367,8,375,358.72,8.28,1.06,0.22,0.3,1,0.28,0.67,1.05,0.27,1.63,0.55,0.97
com-,55264,252,2,254,246.19,5.81,0.1,0.08,0.07,0.86,0.16,0.08,0.09,0.02,0.22,0.15,0.17
com-,2356,227,3,230,221.88,5.12,0.4,0.08,0.11,0.37,0.11,0.25,0.39,0.1,0.61,0.21,0.37
com-,38423,5101,856,5957,4830.18,270.82,136.34,88.99,33.13,79.27,57.8,133.58,49.04,47.31,82.45,75.39,72.71
com-,86006,510,33,543,500.62,9.38,3.08,0.64,0.74,4.29,10.8,1.74,1.65,0.5,4.84,0.21,4.51
com-,79239,1601,61,1662,1577.52,23.48,8.78,0.75,4.36,9.2,18.16,1.11,2.63,0.67,9.28,0.42,5.65
com-,63215,725,7,732,702.89,22.11,2.47,0.25,0.3,0.77,0.58,0.42,0.41,0.12,0.59,0.43,0.65
com-,33004,3021,270,3291,2918.88,102.12,54.53,7.81,20.04,34.82,17.45,16.84,40.83,6.19,31.44,13.65,26.41
com-,80095,212,0,212,209.52,2.48,0,0,0,0,0,0,0,0,0,0,0
com-,68243,129,7,136,122.61,6.39,0.6,0.87,0.24,1.72,1.33,0.45,0.32,0.09,0.25,0.66,0.46
com-,64045,67,0,67,64.9,2.1,0,0,0,0,0,0,0,0,0,0,0
com-,2263,113,0,113,110.45,2.55,0,0,0,0,0,0,0,0,0,0,0
com-,71317,177,9,186,170.66,6.34,1.41,0.7,0.34,1,1.21,0.83,0.62,0.46,0.94,0.67,0.8
com-,65477,109,1,110,105.33,3.67,0.2,0.03,0.11,0.11,0.18,0.04,0.08,0.02,0.1,0,0.13
com-,54532,157,1,158,149.98,7.02,0.19,0.09,0.03,0.16,0.08,0.11,0.08,0.02,0.08,0.07,0.1
com-,66217,2203,88,2291,2089.01,113.99,11.81,2.16,24.7,19.41,10.26,5.9,4.56,0.61,2.23,0.4,5.98
com-,11441,2598,67,2665,2485.77,112.23,6.81,1.77,4.84,15.81,14.45,3.13,8.29,0.51,3.18,0.46,7.75
com-,77194,375,57,432,344.04,30.96,11.21,1.83,1.4,4.32,2.37,4.98,3.43,2.09,15.34,2.62,7.4
com-,72078,324,29,353,319.43,4.57,3.46,0.64,0.93,3.41,3.17,1.56,2.63,0.9,8.05,1.02,3.23
com-,17387,1955,33,1988,1924.66,30.34,5.06,0.74,1.14,6.76,7.8,0.97,1.5,0.61,3.84,0.68,3.89
com-,2065,559,2,561,546.39,12.61,0.27,0.06,0.07,0.25,0.07,0.17,0.26,0.07,0.41,0.14,0.24
com-,53257,318,10,328,313.37,4.63,0.48,0.19,0.2,1.16,2.61,0.52,0.68,0.3,2.69,0.12,1.05
com-,77008,1147,49,1196,1052.3,94.7,9.63,1.57,1.21,3.72,2.04,4.28,2.95,1.8,13.19,2.25,6.36
com-,63465,434,9,443,420.77,13.23,3.17,0.32,0.39,0.99,0.75,0.54,0.53,0.15,0.76,0.56,0.84
com-,60277,1549,33,1582,1477.72,71.28,5.01,1.16,1.02,2.31,1.29,3.31,4.19,0.95,7.52,2.39,3.85
com-,94067,19584,1639,21223,17283,2301,229.18,42.33,26.87,123.14,77.36,222.23,106.25,104.45,416.62,39.01,251.57
com-,7133,269,3,272,261.87,7.13,0.39,0.13,0.17,0.65,0.28,0.26,0.39,0.1,0.18,0.14,0.31
com-,2686,360,0,360,351.88,8.12,0,0,0,0,0,0,0,0,0,0,0
com-,30106,720,37,757,690.55,29.45,3.59,1.46,3.8,6.83,2.97,3.57,9.38,0.65,1.34,0.77,2.66
com-,26269,46,6,52,44.31,1.69,0.55,0.34,0.36,1.06,0.41,0.68,0.93,0.38,0.4,0.37,0.52
com-,14149,419,0,419,411.61,7.39,0,0,0,0,0,0,0,0,0,0,0
com-,11129,1548,147,1695,1481.13,66.87,14.95,3.87,10.63,34.69,31.7,6.87,18.19,1.11,6.99,1.01,17
com-,12249,169,11,180,164.64,4.36,1.73,0.27,0.7,2.07,1.54,0.5,0.91,0.18,1.09,0.32,1.68
com-,62522,259,2,261,255.36,3.64,0.07,0.09,0.04,0.26,0.14,0.32,0.43,0.08,0.29,0.07,0.21
com-,38232,648,17,665,613.6,34.4,2.71,1.77,0.66,1.57,1.15,2.65,0.97,0.94,1.64,1.5,1.44
com-,26081,610,3,613,587.61,22.39,0.27,0.17,0.18,0.53,0.21,0.34,0.47,0.19,0.2,0.18,0.26
com-,1106,171,4,175,162.05,8.95,0.53,0.42,0.22,0.48,0.88,0.18,0.32,0.09,0.26,0.29,0.34
com-,88208,108,8,116,105.38,2.62,1.09,0.42,0.17,1.1,1.19,0.51,0.58,0.22,0.82,0.99,0.92
com-,65065,317,3,320,306.33,10.67,0.61,0.09,0.33,0.33,0.53,0.12,0.25,0.06,0.29,0.01,0.39
com-,57667,724,41,765,681.69,42.31,3.46,5.84,1.09,11.63,4.57,4.28,2.6,0.4,1.74,2.87,2.51
com-,91079,514,19,533,468.45,45.55,3.66,0.53,0.34,1.33,0.8,1.81,1.17,1.06,5.49,0.82,1.99
com-,31025,1000,22,1022,952.06,47.94,3.35,1.1,2.1,2.87,1.79,2.49,2.28,0.66,2.39,0.42,2.55
com-,3261,170,9,179,165.51,4.49,1.43,0.25,0.2,1.36,1.07,0.55,0.53,0.28,1.57,0.37,1.39
com-,32305,399,30,429,386.12,12.88,4.61,0.87,2.89,6.38,7.79,0.66,2.39,0.38,1.5,0.04,2.48
com-,15260,90,14,104,89.04,0.96,1.43,0.19,0.34,2.45,1.94,0.63,0.7,0.35,2.05,0.12,3.81
com-,50478,418,0,418,414.09,3.91,0,0,0,0,0,0,0,0,0,0,0
com-,1260,320,9,329,303.25,16.75,1.19,0.95,0.49,1.07,1.97,0.4,0.72,0.2,0.58,0.66,0.77
com-,34332,5660,300,5960,5418.49,241.51,24.64,16.53,34.93,60.15,32.6,19.64,64.38,4.09,14.83,4.7,23.52
com-,35316,814,13,827,800.74,13.26,1.12,0.37,0.52,2.15,1.52,0.54,0.91,0.38,2.67,0.4,2.42
com-,76169,1289,8,1297,1259.57,29.43,0.65,0.24,0.18,0.56,0.42,1.26,1.05,0.47,1.86,0.35,0.96
com-,81320,134,21,155,129.26,4.74,3.36,0.73,1.73,3.55,2.58,2.07,3.26,0.27,1.3,0.39,1.76
com-,29066,1822,14,1836,1801.26,20.74,1.3,0.3,0.36,3.59,2.92,0.33,0.37,0.27,1.92,0.39,2.25
com-,68097,1268,29,1297,1205.21,62.79,2.49,3.61,1,7.12,5.53,1.87,1.34,0.38,1.04,2.72,1.91
com-,47152,362,60,422,345.43,16.57,14.6,2.02,4.46,7.17,9.53,1.79,13.29,0.52,3.5,0.05,3.07
com-,35069,10543,145,10688,10371.29,171.71,12.51,4.1,5.81,24,16.91,6.06,10.18,4.19,29.8,4.44,27
com-,65210,37,0,37,35.75,1.25,0,0,0,0,0,0,0,0,0,0,0
com-,28092,227,9,236,218.28,8.72,1.64,0.23,0.25,0.61,0.33,0.69,1.5,0.4,1.92,0.56,0.88
com-,24325,745,39,784,726.8,18.2,5.06,0.71,1.06,8.33,13.53,0.84,2.66,0.27,2.61,0.46,3.46
com-,70170,110,3,113,107.22,2.78,0.36,0.12,0.05,0.37,0.43,0.21,0.44,0.04,0.3,0.33,0.35
com-,77142,4611,270,4881,4230.28,380.72,53.08,8.65,6.65,20.48,11.24,23.61,16.25,9.91,72.66,12.41,35.06
com-,78314,3646,212,3858,3339.87,306.13,35.57,6.05,6.2,16.67,10.03,20,28.31,8.8,49.64,6,24.74
com-,25342,78,0,78,74.71,3.29,0,0,0,0,0,0,0,0,0,0,0
com-,51566,289,3,292,281.74,7.26,0.57,0.12,0.1,0.29,0.32,0.26,0.27,0.07,0.41,0.13,0.44
com-,72302,172,0,172,169.58,2.42,0,0,0,0,0,0,0,0,0,0,0
com-,17372,89,1,90,87.62,1.38,0.15,0.02,0.03,0.2,0.24,0.03,0.05,0.02,0.12,0.02,0.12
com-,25451,164,10,174,157.09,6.91,1.24,0.89,0.37,0.59,1.83,1.31,1.16,0.16,0.62,1.19,0.64
com-,50525,303,41,344,300.16,2.84,1.32,0.78,0.7,6.79,17.77,1.01,1.21,0.68,5.09,0.22,5.43
com-,59580,4248,60,4308,4132.96,115.04,3.96,3.52,1.51,13.24,2,10.96,10.36,1.55,6.5,0.94,5.47
com-,66117,147,3,150,139.39,7.61,0.4,0.07,0.84,0.66,0.35,0.2,0.16,0.02,0.08,0.01,0.2
com-,71367,361,10,371,348.06,12.94,1.57,0.78,0.38,1.11,1.34,0.93,0.69,0.51,1.05,0.75,0.89
com-,88497,499,3,502,486.9,12.1,0.41,0.16,0.06,0.41,0.45,0.19,0.22,0.08,0.31,0.37,0.34
com-,63416,92,4,96,89.19,2.81,1.41,0.14,0.17,0.44,0.33,0.24,0.23,0.07,0.34,0.25,0.37
com-,14206,283,4,287,278.01,4.99,0.26,0.12,0.08,0.58,0.62,0.31,0.25,0.15,0.74,0.21,0.67
com-,22266,3089,193,3282,3045.52,43.48,16.14,3.96,3.08,42.14,50.08,5.34,7.55,3.98,35.72,4.23,20.79
com-,88404,69,0,69,67.33,1.67,0,0,0,0,0,0,0,0,0,0,0
com-,4110,951,17,968,913.48,37.52,1.99,1.07,1.23,2.97,1.75,1.49,1.67,0.42,1.54,0.26,2.62
com-,54332,1454,41,1495,1389.02,64.98,7.85,3.75,1.09,6.65,3.1,4.36,3.36,0.65,3.39,2.77,4.03
com-,54462,2790,24,2814,2665.31,124.69,4.59,2.2,0.64,3.89,1.82,2.55,1.97,0.38,1.99,1.62,2.36
com-,78013,514,13,527,470.84,43.16,2.18,0.37,0.38,1.02,0.62,1.23,1.74,0.54,3.04,0.37,1.52
com-,38138,3338,205,3543,3160.78,177.22,32.65,21.31,7.93,18.98,13.84,31.99,11.74,11.33,19.75,18.05,17.41
com-,16246,235,23,258,229.83,5.17,2.1,0.3,0.53,2.91,8.76,1.17,1.25,0.56,2.9,0.25,2.27
com-,77119,228,7,235,209.17,18.83,1.38,0.22,0.17,0.53,0.29,0.61,0.42,0.26,1.88,0.32,0.91
com-,62593,87,0,87,85.78,1.22,0,0,0,0,0,0,0,0,0,0,0
com-,50476,207,2,209,205.06,1.94,0.06,0.04,0.03,0.33,0.87,0.05,0.06,0.03,0.25,0.01,0.26
com-,44039,1161,11,1172,1141.79,19.21,1.03,0.34,0.33,2.21,0.92,0.73,0.54,0.46,2.59,0.46,1.39
com-,61365,432,3,435,423.36,8.64,0.18,0.06,0.05,0.35,0.55,0.16,0.24,0.11,0.44,0.43,0.44
com-,84043,8656,232,8888,8233.54,422.46,11.54,13.36,33.12,33.09,12.51,12.42,79.36,8.91,7.13,6.8,13.76
com-,24418,889,17,906,867.28,21.72,2.21,0.31,0.46,3.63,5.9,0.37,1.16,0.12,1.14,0.2,1.51
com-,58129,159,2,161,155,4,0.2,0.04,0.03,0.46,0.22,0.08,0.18,0.05,0.32,0.1,0.32
com-,80572,376,2,378,371.59,4.41,0.32,0.05,0.08,0.37,0.17,0.14,0.16,0.11,0.3,0.1,0.23
com-,61507,237,4,241,232.26,4.74,0.23,0.07,0.07,0.47,0.73,0.22,0.33,0.15,0.58,0.57,0.58
com-,2B105,92,0,92,89.13,2.87,0,0,0,0,0,0,0,0,0,0,0
com-,2505,207,1,208,202.33,4.67,0.13,0.03,0.04,0.12,0.04,0.08,0.13,0.03,0.2,0.07,0.12
com-,58174,119,5,124,116.01,2.99,0.51,0.1,0.08,1.14,0.55,0.21,0.45,0.11,0.81,0.24,0.8
com-,54179,296,1,297,282.77,13.23,0.19,0.09,0.03,0.16,0.08,0.11,0.08,0.02,0.08,0.07,0.1
com-,67197,1503,49,1552,1440.4,62.6,3.2,2.8,1.41,13.89,4.96,2.14,2.67,1,3.22,8.3,5.39
com-,37081,1389,9,1398,1350.39,38.61,1.96,0.25,0.16,0.9,0.97,0.87,0.7,0.2,1.7,0.19,1.11
com-,80555,567,7,574,560.36,6.64,1.11,0.16,0.27,1.28,0.58,0.47,0.55,0.37,1.05,0.36,0.8
com-,27144,268,4,272,260.43,7.57,0.5,0.09,0.11,0.29,0.22,0.35,0.38,0.1,1.09,0.41,0.46
com-,59449,8276,114,8390,8051.88,224.12,7.52,6.69,2.86,25.15,3.79,20.82,19.69,2.95,12.36,1.79,10.39
com-,29297,2362,16,2378,2335.12,26.88,1.49,0.34,0.41,4.11,3.33,0.38,0.42,0.31,2.19,0.45,2.57
com-,79010,592,12,604,583.32,8.68,1.73,0.15,0.86,1.81,3.57,0.22,0.52,0.13,1.83,0.08,1.11
com-,39173,1260,30,1290,1220.95,39.05,5.59,1.34,0.88,2.13,5.1,2.3,3.11,0.54,2.63,4.31,2.06
com-,26099,517,11,528,498.02,18.98,1,0.63,0.65,1.94,0.76,1.25,1.71,0.7,0.73,0.68,0.96
com-,22205,429,16,445,422.96,6.04,1.34,0.33,0.25,3.49,4.15,0.44,0.63,0.33,2.96,0.35,1.72
com-,2251,26,0,26,25.41,0.59,0,0,0,0,0,0,0,0,0,0,0
com-,38279,1099,18,1117,1040.65,58.35,2.87,1.87,0.7,1.67,1.22,2.81,1.03,0.99,1.73,1.59,1.53
com-,39182,670,15,685,649.24,20.76,2.79,0.67,0.44,1.07,2.55,1.15,1.55,0.27,1.32,2.16,1.03
com-,34228,76,6,82,72.76,3.24,0.49,0.33,0.7,1.2,0.65,0.39,1.29,0.08,0.3,0.09,0.47
com-,7070,2373,24,2397,2310.07,62.93,3.16,1.04,1.35,5.17,2.24,2.12,3.09,0.77,1.45,1.13,2.48
com-,51398,192,0,192,187.18,4.82,0,0,0,0,0,0,0,0,0,0,0
com-,80813,95,0,95,93.89,1.11,0,0,0,0,0,0,0,0,0,0,0
com-,2281,233,12,245,227.74,5.26,1.59,0.33,0.44,1.49,0.42,1.01,1.57,0.41,2.45,0.82,1.46
com-,82167,1894,40,1934,1822.9,71.1,6.26,1.21,4.12,9,6.08,1.18,7.01,0.51,1.86,0.26,2.5
com-,19036,1329,93,1422,1289.28,39.72,18.54,2.84,3.11,13.16,13.29,3.32,11.17,1.42,8.69,8.63,8.84
com-,55327,234,6,240,228.61,5.39,0.3,0.23,0.2,2.58,0.48,0.25,0.28,0.07,0.66,0.46,0.5
com-,37197,514,12,526,499.71,14.29,2.61,0.33,0.22,1.2,1.3,1.16,0.93,0.26,2.26,0.25,1.48
com-,66228,1321,39,1360,1252.65,68.35,5.23,0.96,10.95,8.6,4.55,2.61,2.02,0.27,0.99,0.18,2.65
com-,69027,11703,627,12330,11031.65,671.35,80.62,45.97,21.35,45.68,44.41,120.34,35.05,54.89,76.98,37.61,64.1
com-,70560,178,0,178,173.51,4.49,0,0,0,0,0,0,0,0,0,0,0
com-,46253,173,13,186,167.91,5.09,1.92,0.35,0.51,3.53,3.4,0.26,0.69,0.11,0.9,0.1,1.23
com-,77245,376,18,394,344.95,31.05,3.54,0.58,0.44,1.37,0.75,1.57,1.08,0.66,4.84,0.83,2.34
com-,51407,367,10,377,357.78,9.22,1.91,0.41,0.35,0.95,1.07,0.86,0.91,0.24,1.38,0.45,1.47
com-,10219,64,0,64,61.6,2.4,0,0,0,0,0,0,0,0,0,0,0
com-,97311,32960,18772,51732,,,,,,,,,,,,,
com-,68073,459,1,460,436.27,22.73,0.09,0.12,0.03,0.25,0.19,0.06,0.05,0.01,0.04,0.09,0.07
com-,94074,10711,3742,14453,9452.52,1258.48,523.24,96.64,61.35,281.13,176.62,507.37,242.58,238.47,951.18,89.06,574.35
com-,63439,295,2,297,286.01,8.99,0.71,0.07,0.09,0.22,0.17,0.12,0.12,0.03,0.17,0.12,0.19
com-,47277,326,18,344,311.07,14.93,4.38,0.61,1.34,2.15,2.86,0.54,3.99,0.16,1.05,0.02,0.92
com-,31340,294,5,299,279.91,14.09,0.76,0.25,0.48,0.65,0.41,0.57,0.52,0.15,0.54,0.09,0.58
com-,89268,766,17,783,734.42,31.58,2.82,0.49,0.54,1.49,1.21,0.86,2.62,1.13,3,1.12,1.71
com-,37076,367,11,378,356.8,10.2,2.39,0.3,0.2,1.1,1.19,1.06,0.86,0.24,2.07,0.23,1.36
